DOI,Title,Journal,pH,Subspecies,Species,CarbonSource,TargetMolecule,TiterUnits,FinalTiter,InitialTiter,Temperature,Medium,CultureSystem,Oxygen,FinalYield,GeneMutation,GeneName,Overexpress,Knocked out,others gene,DOI_replaced,SMILES,InChIKey
10.1016/j.ymben.2012.10.003,Metabolic engineering of muconic acid production in Saccharomyces cerevisiae,Metabolic Engineering,,BY4741,Saccharomyces cerevisiae,Glucose,muconic acid,mg/L,,5.0,30.0,Synthetic Complete,flask,Aerobic,3.9,"[del, aa_snps,integrated,oe, codonoptimized,oe,plasmid, del, codonoptimized,oe,plasmid, codonoptimized,oe,plasmid, oe,plasmid, del, del]","[ARO3, ARO4, 3-octaprenyl-4-hydroxybenzoate decarboxylase, ZWF1, dehydroshikimate dehydratase, catechol 1,2-dioxygenase, TKL1, none, none]","['aro4', 'tkl1']","['aro3', 'zwf1']",[],10.1016.j.ymben.2012.10.003,C(=CC(=O)O)C=CC(=O)O,TXXHDPDFNKHHGW-ZPUQHVIOSA-N
10.1016/j.ymben.2012.03.002,Metabolic engineering of Saccharomyces cerevisiae for bioconversion of D-xylose to D-xylonate,Metabolic Engineering,5.5,B67002,Saccharomyces cerevisiae,"Glucose, Xylose",xylonate,g/L,43.0,0.0,30.0,Synthetic Complete,bioreactor,Aerobic,0.8,"[amplified,integrated]",[xylB],[],[],['xylB'],10.1016.j.ymben.2012.03.002,C(C(C(C(C(=O)[O-])O)O)O)O,QXKAIJAYHKCRRA-FLRLBIABSA-M
10.1128/AEM.02707-06,Metabolic Engineering of Saccharomyces cerevisiae for Conversion of D-Glucose to Xylitol and Other Five-Carbon Sugars and Sugar Alcohols,Applied and Environmental Microbiology,,W303-1B,Saccharomyces cerevisiae,Glucose,"xylitol, ribitol",mg/L,730.0,60.0,30.0,Synthetic Complete,nbflask,Aerobic,3.6,"[del, del, integrated,oe,terminated, del, integrated,oe,terminated]","[TKL1, TKL2, xylitol dehydrogenase, xylulose kinase, DOG1]","['xylitol dehydrogenase', 'DOG1']","['TKL1', 'TKL2', 'xylulose kinase']",[],10.1128.AEM.02707-06,,
0273-2289/06/129-132/795-807/$30.00,Metabolic Engineering of Saccharomyces cerevisiae for Efficient Production of Pure L-(+)-Lactic Acid,Applied Biochemistry and Biotechnology,5.2,OC-2T,Saccharomyces cerevisiae,"Glucose, Sucrose",l-lactic acid,g/L,122.0,0.0,32.0,YP,bioreactor,Aerobic,60.0,"[del, amplified,integrated,codonoptimized,oe]","[PDC1, ldh]",['ldh'],['PDC1'],[],0273-2289.06.129-132.795-807.$30.00,CC(C(=O)O)O,JVTAAEKCZFNVCJ-REOHCLBHSA-N
10.1007/s00253-014-5895-0,Metabolic engineering of Saccharomyces cerevisiae for itaconic acid production,Applied Microbiology and Biotechnology,,BY4741,Saccharomyces cerevisiae,Glucose,itaconic acid,mg/L,,80.0,30.0,Synthetic Complete,flask,Aerobic,,"[del, del, del, codonoptimized,oe,plasmid]","[ADE3, BNA2, TES1, cis-aconitic acid decarboxylase]",[],"['ade3', 'bna2', 'tes1']",[],10.1007.s00253-014-5895-0,C=C(CC(=O)O)C(=O)O,LVHBHZANLOWSRM-UHFFFAOYSA-N
10.1128/AEM.01935-10,"Metabolic Engineering of Saccharomyces cerevisiae for Production of Eicosapentaenoic Acid, Using a Novel  5-Desaturase from Paramecium tetraurelia",Applied and Environmental Microbiology,,CEN.PK 113-5D,Saccharomyces cerevisiae,Glucose,long-chain fatty acids,,,,30.0,Minimal,nbflask,Aerobic,,"[codonoptimized,oe,plasmid, integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe]","[d5-desaturase, d6-Desaturase, d9-Desaturase, d12-Desaturase, d6-Elongase, omega-3-Desaturase]","['d5-desaturase', 'd6-Desaturase', 'd9-Desaturase', 'd12-Desaturase', 'd6-Elongase', 'omega-3-Desaturase']",[],[],10.1128.AEM.01935-10,,
10.1016/j.ymben.2013.07.003,Metabolic engineering of Saccharomyces cerevisiae for production of fatty acid-derived biofuels and chemicals,Metabolic Engineering,,BY4742,Saccharomyces cerevisiae,"Glucose, Galactose",fatty acids,mg/L,,0.6,30.0,YNB,flask,Aerobic,,"[oe,plasmid,truncated, integrated,oe, integrated,oe, integrated,oe, del, del]","[tesA, ACC1, FAS1, FAS2, FAA4, FAA1]","['tesa', 'acc1', 'fas1', 'fas2']","['faa4', 'faa1']",[],10.1016.j.ymben.2013.07.003,,
10.1016/j.ymben.2013.10.004,Metabolic engineering of Saccharomyces cerevisiae for production of ginsenosides,Metabolic Engineering,5.5,BY4742,Saccharomyces cerevisiae,Glucose,protopanaxadiol,mg/g DCW,,1.0,30.0,Lenihan media,,Aerobic,,"[amplified,integrated,oe,terminated,truncated, amplified,integrated,codonoptimized,oe,terminated, amplified,integrated,oe,terminated, integrated,oe,terminated, integrated,oe,terminated, integrated,oe,terminated, integrated,oe,terminated, del]","[3-hydroxy-3-methylglutaryl-coenzyme A reductase, cytochrome P450 reductase, dammarenediol-II synthase, ERG20, ERG1, ERG9, dammarenediol 12-hydroxylase, None]","['erg20', 'erg1', 'erg9']",[],[],10.1016.j.ymben.2013.10.004,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C,PYXFVCFISTUSOO-VUFVRDRTSA-N
10.1016/j.ymben.2010.08.005,Metabolic engineering of Saccharomyces cerevisiae for the biotechnological production of succinic acid,Metabolic Engineering,,AH22,Saccharomyces cerevisiae,Glucose,succinate,g/L,3.62,0.76,30.0,WMVIII,flask,Aerobic,,"[del, del, del, del]","[SDH1, SDH2, IDH1, IDP1]",[],"['sdh1', 'sdh2', 'idh1', 'idp1']",[],10.1016.j.ymben.2010.08.005,C(CC(=O)[O-])C(=O)[O-],KDYFGRWQOYBRFD-UHFFFAOYSA-L
10.1002/bit.24993,Metabolic Engineering of Saccharomyces cerevisiae for the Production of 2-Phenylethanol Via Ehrlich Pathway,Biotechnology and Bioengineering,,W303-1B,Saccharomyces cerevisiae,Glucose,,mg/L,600.0,75.0,30.0,Synthetic Complete,flask,Aerobic,0.65,"[del, oe,plasmid, oe,plasmid, oe,plasmid]","[ALD3, ARO9, ARO10, ARO80]","['aro9', 'aro10', 'aro80']",['ald3'],[],10.1002.bit.24993,C1=CC=C(C=C1)CCO,WRMNZCZEMHIOCP-UHFFFAOYSA-N
10.1186/1475-2859-7-36,Metabolic engineering of Saccharomyces cerevisiae for the production of n-butanol,Microbial Cell Factories,,BY4742,Saccharomyces cerevisiae,Galactose,n-butanol,mg/L,,0.0,30.0,SD,bottle,Anaerobic,,"[oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated]","[ERG10, HbCoA dehydrogenase, crotonase, butyryl-CoA dehydrogenase, butanol dehydrogenase]","['erg10', 'crotonase']",[],[],10.1186.1475-2859-7-36,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N
10.1016/j.ymben.2014.07.008,Metabolic engineering of Saccharomyces cerevisiae for the production of triacetic acid lactone,Metabolic Engineering,,BY4741,Saccharomyces cerevisiae,Glucose,triacetic acid lactone,g/L,2.2,0.06,30.0,SD,flask,Aerobic,0.13,"[oe,plasmid,terminated, del, del, del, del]","[2-pyrone synthase, PRB1, PYC2, YIA6, NTE1]",[],"['prb1', 'pyc2', 'yia6', 'nte1']",[],10.1016.j.ymben.2014.07.008,CC1=CC(=CC(=O)O1)O,NSYSSMYQPLSPOD-UHFFFAOYSA-N
10.1016/S1567-1356(03)00157-0,Metabolic engineering of Saccharomyces cerevisiae for the synthesis of the wine-related antioxidant resveratrol,FEMS Yeast Research,,FY23,Saccharomyces cerevisiae,Glucose,resveratrol,ug/L,,0.0,30.0,YNB,,Aerobic,,"[oe,plasmid,terminated, oe,plasmid,terminated]","[4-coumarate-CoA ligase, resveratrol synthase]",[],[],[],10.1016.S1567-1356(03)00157-0,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N
10.1016/j.ymben.2014.10.001 1,Metabolic engineering of Saccharomyces cerevisiae to improve 1-hexadecanol production,Metabolic Engineering,,BY4742,Saccharomyces cerevisiae,Glucose,1-hexadecanol,mg/L,330.0,40.0,30.0,Synthetic Complete,testtube,Aerobic,,"[del, oe,plasmid,terminated, oe,plasmid,terminated]","[RPD3, fatty acyl-CoA reductase, ATP-citrate lyase]","['fatty acyl-CoA reductase', 'ATP-citrate lyase']",['RPD3'],[],10.1016.j.ymben.2014.10.001 1,CCCCCCCCCCCCCCCCO,BXWNKGSJHAJOGX-UHFFFAOYSA-N
10.1016/j.ymben.2008.03.001,Metabolic engineering of taxadiene biosynthesis in yeast as a first step towards Taxol (Paclitaxel) production,Metabolic Engineering,,CEN.PK2-1C,Saccharomyces cerevisiae,Glucose,taxadiene,mg/L,8.7,0.22,28.0,YPD,flask,Aerobic,,"[codonoptimized,oe,plasmid,terminated, oe,plasmid,terminated, oe,plasmid,terminated,truncated, oe,plasmid,terminated]","[taxadiene synthase, geranylgeranyl diphosphate synthase, 3-hydroxy-3-methylglutaryl-coenzyme A reductase, UPC2]",['upc2'],[],[],10.1016.j.ymben.2008.03.001,CC1=C2CCC3(CCC=C(C3CC(C2(C)C)CC1)C)C,FRJSECSOXKQMOD-HQRMLTQVSA-N
10.1128/AEM.71.6.2962-2969.2005,Metabolic Engineering of the Phenylpropanoid Pathway in Saccharomyces cerevisiae,Applied and Environmental Microbiology,,AH22,Saccharomyces cerevisiae,Galactose,naringenin,mg/L,7.0,0.0,30.0,YPD,nbflask,Aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, del]","[phenylalanine ammonia lyase, 4-coumarate-CoA ligase, chalcone synthase, PAD1]","['phenylalanine ammonia lyase', '4-coumarate-CoA ligase', 'chalcone synthase']",['PAD1'],[],10.1128.AEM.71.6.2962-2969.2005,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-ZDUSSCGKSA-N
10.1016/j.femsyr.2004.01.003,Minimal metabolic engineering of Saccharomyces cerevisiae for efficient anaerobic xylose fermentation: a proof of principle,FEMS Yeast Research,5.0,CEN.PK113-5D,Saccharomyces cerevisiae,Xylose,ethanol,mM,,0.0,30.0,Synthetic Medium,,Anaerobic,,"[oe,plasmid]",[xylA],['xyla'],[],[],10.1016.j.femsyr.2004.01.003,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1021/sb4001432,Optimization of a Yeast RNA Interference System for Controlling Gene Expression and Enabling Rapid Metabolic Engineering,ACS Synthetic Biology,,CEN.PK2-A,Saccharomyces cerevisiae,Glucose,itaconic acid,g/L,50.0,38.0,30.0,Synthetic Complete,testtube,Aerobic,,"[oe,plasmid, oe,plasmid, antisense,oe,plasmid,rep]","[Dicer, Argonaute, ADE3]","['Dicer', 'Argonaute', 'ADE3']",[],[],10.1021.sb4001432,C=C(CC(=O)O)C(=O)O,LVHBHZANLOWSRM-UHFFFAOYSA-N
10.1006/mben.1999.0140,Optimization of Ethanol Production in Saccharomyces cerevisiae by Metabolic Engineering of the Ammonium Assimilation,Metabolic Engineering,5.0,CBS8066,Saccharomyces cerevisiae,Glucose,ethanol,,,,30.0,Minimal,bioreactor,Anaerobic,,"[del, integrated,oe, integrated,oe]","[GDH1, GLN1, GLT1]","['gln1', 'glt1']",['gdh1'],[],10.1006.mben.1999.0140,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1002/bit.24731,Overexpression of O-Methyltransferase Leads to Improved Vanillin Production in Baker's Yeast Only When Complemented With Model-Guided Network Engineering,Biotechnology and Bioengineering,,VG0,Saccharomyces cerevisiae,Glucose,vanillin,g/L,0.4,0.2,30.0,Minimal,nbflask,Aerobic,,"[integrated,oe, del, del, del, amplified,integrated,codonoptimized,oe, integrated,codonoptimized,oe, amplified,integrated,codonoptimized,oe, integrated,oe, del, del, del, integrated,oe]","[3-dehydroshikimate dehydratase, None, None, None, aryl carboxylic acid reductase, phosphopantetheine transferase, O-methyltransferase, UDP-glycosyltransferase, PDC1, BGL1, GDH1, GDH2]","['3-dehydroshikimate dehydratase', 'aryl carboxylic acid reductase', 'phosphopantetheine transferase', 'O-methyltransferase', 'UDP-glycosyltransferase', 'GDH2']","['None', 'None', 'None', 'PDC1', 'BGL1', 'GDH1']",[],10.1002.bit.24731,COC1=C(C=CC(=C1)C=O)O,MWOOGOJBHIARFG-UHFFFAOYSA-N
10.1007/s00253-013-4915-9,Overexpression of the active diacylglycerol acyltransferase variant transforms Saccharomyces cerevisiae into an oleaginous yeast,Applied Microbiology and Biotechnology,,BY4741,Saccharomyces cerevisiae,Glucose,Fatty acids,g/L,0.93,0.45,30.0,YNB,nbflask,Aerobic,45.3,"[oe,plasmid,truncated, del]","[DGA1, None]",['DGA1'],['None'],[],10.1007.s00253-013-4915-9,,
10.1016/j.ymben.2014.11.006,Overproduction and secretion of free fatty acids through disrupted neutral lipid recycle in Saccharomyces cerevisiae,Metabolic Engineering,,BY4741,Saccharomyces cerevisiae,Glucose,Fatty acids,mg/L,2200.0,0.0,30.0,YPD,flask,Aerobic,,"[del, del, del, del, del, del, oe,plasmid,terminated, oe,plasmid,terminated]","[FAA1, FAA4, FAT1, FAA2, PXA1, POX1, DGA1, TGL3]","['dga1', 'tgl3']","['faa1', 'faa4', 'fat1', 'faa2', 'pxa1', 'pox1']",[],10.1016.j.ymben.2014.11.006,,
10.1002/bit.25239,Overproduction of Fatty Acids in Engineered Saccharomyces cerevisiae,Biotechnology and Bioengineering,,YPH499,Saccharomyces cerevisiae,Glucose,Fatty acids,mg/L,,40.0,30.0,SD,flask,Aerobic,,"[del, del, del, oe,plasmid]","[POX1, FAA1, FAA4, acetaldehyde dehydrogenase]",[],"['pox1', 'faa1', 'faa4']",[],10.1002.bit.25239,,
10.1016/j.jbiotec.2013.10.017,Overproduction of geraniol by enhanced precursor supply in Saccharomyces cerevisiae,Journal of Biotechnology,,CEN.PK2-1C,Saccharomyces cerevisiae,Glucose,geraniol,mg/L,,1.0,30.0,YNB,flask,Aerobic,,"[oe,plasmid, integrated,oe,plasmid,truncated, integrated,codonoptimized,oe,plasmid, oe,plasmid, aa_snps,oe,plasmid, del, del]","[IDI1, 3-hydroxy-3-methylglutaryl-coenzyme A reductase, geraniol synthase, MAF1, ERG20, None, None]","['idi1', 'maf1', 'erg20']",[],[],10.1016.j.jbiotec.2013.10.017,CC(=CCCC(=CCO)C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N
10.1186/1475-2859-11-68,"Production of 2,3-butanediol in Saccharomyces cerevisiae by in silico aided metabolic engineering",Microbial Cell Factories,,BY4742,Saccharomyces cerevisiae,Glucose,"2,3-butanediol",g/L,1.4,0.04,30.0,Synthetic Complete,flask,Microaerobic,0.096,"[del, del, oe,plasmid, oe,plasmid, oe,plasmid]","[ADH1, ADH5, budA, budC, acetolactate synthase]","['buda', 'budc']","['adh1', 'adh5']",[],10.1186.1475-2859-11-68,CC(C(C)O)O,OWBTYPJTUOEWEK-UHFFFAOYSA-N
doi/10.1073/pnas.1110740109,"Production of amorphadiene in yeast, and its conversion to dihydroartemisinic acid, precursor to the antimalarial agent artemisinin",PNAS,,S288c,Saccharomyces cerevisiae,"Glucose, Ethanol",amorphadiene,g/L,48.0,0.0,30.0,van Hoek minimal,bioreactor,Aerobic,16.98,"[integrated,oe, del, integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe, amplified,integrated,oe,truncated, integrated,oe, integrated,oe, codonoptimized,oe,plasmid]","[ERG9, GAL80, IDI1, MVD1, ERG8, ERG12, ERG10, 3-hydroxy-3-methylglutaryl-coenzyme A reductase, ERG13, ERG20, amorpha-4,11-diene synthase]","['ERG9', 'IDI1', 'MVD1', 'ERG8', 'ERG12', 'ERG10', '3-hydroxy-3-methylglutaryl-coenzyme A reductase', 'ERG13', 'ERG20', 'amorpha-4,11-diene synthase']",['GAL80'],[],doi.10.1073.pnas.1110740109,CC1CCC(C2C1CCC(=C2)C)C(=C)C,HMTAHNDPLDKYJT-CBBWQLFWSA-N
10.1002/bit.24547,Production of Miltiradiene by Metabolically Engineered Saccharomyces cerevisiae,Biotechnology and Bioengineering,5.5,BY4742,Saccharomyces cerevisiae,Glucose,Miltiradiene,mg/L,,0.0,30.0,YPD,,Aerobic,,"[integrated,oe, integrated,oe, oe,plasmid,truncated, oe,plasmid,truncated, oe,plasmid, oe,plasmid, codonoptimized,oe,plasmid]","[copalyl diphosphate synthase, CPP kaurene synthase-like, 3-hydroxy-3-methylglutaryl-coenzyme A reductase, upc2, ERG20, GGPP synthase, geranylgeranyl diphosphate synthase]","['upc2', 'erg20']",[],[],10.1002.bit.24547,CC(C)C1=CCC2=C(C1)CCC3C2(CCCC3(C)C)C,BGVUIJDZTQIJIO-AZUAARDMSA-N
10.1016/j.bej.2012.06.006,Production of pyruvate in Saccharomyces cerevisiae through adaptive evolution and rational cofactor metabolic engineering,Biochemical Engineering Journal,5.0,BY5419,Saccharomyces cerevisiae,Glucose,pyruvate,g/L,75.1,62.2,30.0,SD,nbflask,Aerobic,0.63,"[del, oe,plasmid]","[PDC1, sthA]",['sthA'],['PDC1'],[],10.1016.j.bej.2012.06.006,CC(=O)C(=O)[O-],LCTONWCANYUPML-UHFFFAOYSA-M
10.1016/j.enzmictec.2012.06.005,Production of resveratrol from tyrosine in metabolically engineered Saccharomyces cerevisiae,Enzyme and Microbial Technology,5.5,W303-1A,Saccharomyces cerevisiae,Galactose,resveratrol,mg/L,5.8,0.0,30.0,YP,bioreactor,Aerobic,,"[integrated,oe, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[ACC1, phenylalanine ammonia lyase, Cinnamic acid 4-hydroxylase, 4-Coumarate-CoA ligase, Stilbene synthase]","['ACC1', 'phenylalanine ammonia lyase', 'Cinnamic acid 4-hydroxylase', '4-Coumarate-CoA ligase', 'Stilbene synthase']",[],[],10.1016.j.enzmictec.2012.06.005,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N
10.1186/s12934-014-0123-2,Rational and combinatorial approaches to engineering styrene production by Saccharomyces cerevisiae,Microbial Cell Factories,,BY4741,Saccharomyces cerevisiae,Glucose,styrene,mg/L,29.0,0.0,32.0,SD,flask,Microaerobic,1.44,"[oe,plasmid, del, aa_snps,integrated,oe]","[phenylalanine ammonia lyase, ARO10, ARO4]",['aro4'],['aro10'],[],10.1186.s12934-014-0123-2,C=CC1=CC=CC=C1,PPBRXRYQALVLMV-UHFFFAOYSA-N
10.1186/1475-2859-11-24,Reconstruction of cytosolic fumaric acid biosynthetic pathways in Saccharomyces cerevisiae,Microbial Cell Factories,,BMA64,Saccharomyces cerevisiae,Glucose,fumaric acid,g/L,3.18,0.0,30.0,Minimal,nbflask,Aerobic,,"[oe,plasmid, integrated,oe,compartmentalization,truncated]","[PYC2, malate dehydrogenase]","['PYC2', 'malate dehydrogenase']",[],[],10.1186.1475-2859-11-24,C(=CC(=O)O)C(=O)O,VZCYOOQTPOCHFL-OWOJBTEDSA-N
10.1016/j.ymben.2011.04.005,Stepwise increase of resveratrol biosynthesis in yeast Saccharomyces cerevisiae by metabolic engineering,Metabolic Engineering,,WAT11,Saccharomyces cerevisiae,Sucrose,resveratrol,mg/L,0.68,0.279,30.0,Tryptone,,Anaerobic,,"[oe,plasmid, oe,plasmid,protein_fusion, codonoptimized,oe,plasmid]","[araE, stilbene synthase, tyrosine ammonia-lyase]",['arae'],[],[],10.1016.j.ymben.2011.04.005,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N
10.1016/j.jbiotec.2011.11.003,Synthetic scaffolds increased resveratrol biosynthesis in engineered yeast cells,Journal of Biotechnology,,WAT11,Saccharomyces cerevisiae,Glucose,resveratrol,mg/L,14.4,5.33,30.0,SD,bflask,Aerobic,,"[scaffold_bindee, scaffold_binder,oe,plasmid, scaffold_binder,oe,plasmid, del]","[SyntheticBindingDomain, stilbene synthase, 4-coumarate coenzyme A ligase, None]","['stilbene synthase', '4-coumarate coenzyme A ligase']",['None'],['SyntheticBindingDomain'],10.1016.j.jbiotec.2011.11.003,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N
10.1016/j.ymben.2014.05.001,Two-stage transcriptional reprogramming in Saccharomyces cerevisiae for optimizing ethanol production from xylose,Metabolic Engineering,,YC-DM,Saccharomyces cerevisiae,"Glucose, Xylose",ethanol,g/L,,25.4,30.0,SD,bioreactor,Aerobic,0.48,"[amplified,integrated,oe, aa_snps,amplified,integrated,oe, amplified,integrated,oe, amplified,integrated,oe, integrated,oe, integrated,oe, del, del]","[TAL1, xylose reductase, xylitol dehydrogenase, xylulose kinase, RKI1, RPE1, None, None]","['tal1', 'rki1', 'rpe1']",[],[],10.1016.j.ymben.2014.05.001,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1016/j.ymben.2013.07.001,Use of expression-enhancing terminators in Saccharomyces cerevisiae to increase mRNA half-life and improve gene expression control for metabolic engineering applications,Metabolic Engineering,,BY4741,Saccharomyces cerevisiae,Xylose,biomass,hr^-1,0.09,0.03,30.0,Synthetic Medium,bflask,Aerobic,,"[aa_snps,integrated,oe,terminated]",[xylA],['xylA'],[],[],10.1016.j.ymben.2013.07.001,,
10.1016/j.ymben.2014.01.002,Utilizing an endogenous pathway for 1-butanol production in Saccharomyces cerevisiae,Metabolic Engineering,5.0,YSG50,Saccharomyces cerevisiae,Glucose,1-butanol,mg/L,242.8,0.0,30.0,Minimal,tube,Microaerobic,,"[del, del]","[ADH1, acetolactate synthase]",[],['adh1'],[],10.1016.j.ymben.2014.01.002,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N
10.1016/j.ymben.2012.07.011,Xylose isomerase overexpression along with engineering of the pentose phosphate pathway and evolutionary engineering enable rapid xylose utilization and ethanol production by Saccharomyces cerevisiae,Metabolic Engineering,5.0,BF264-15Dau,Saccharomyces cerevisiae,Xylose,ethanol,g/L,15.0,0.0,30.0,YNB,chemostat,Anaerobic,,"[oe,plasmid,terminated, oe,plasmid,terminated, del, integrated,oe,terminated, integrated,oe,terminated, integrated,oe,terminated, integrated,oe,terminated]","[XYLA, xylulose kinase, None, RKI1, RPE1, TKL1, TAL1]","['xyla', 'rki1', 'rpe1', 'tkl1', 'tal1']",[],[],10.1016.j.ymben.2012.07.011,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
10.1002/bit.25324,A Synthetic O2-Tolerant Butanol Pathway Exploiting Native Fatty Acid Biosynthesis in Escherichia coli,Biotechnology and Bioengineering,,BL21 (DE3),Escherichia coli,glucose,butanol,mg/L,300.0,,30.0,TB,bflask,aerobic,,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[aat, car, ppt, ahr]","['aat', 'car', 'ppt', 'ahr']",[],[],10.1002.bit.25324,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N
10.1002/bit.25844,Engineering of High Yield Production of L-Serine in Escherichia Coli,Biotechnology and Bioengineering,7.0,MG1655,Escherichia coli,Glucose,L-Serine,g/L,,,37.0,M9,flask,aerobic,0.43,"[del, indel, indel, indel, del, del, del, aa_snps,oe,plasmid, oe,plasmid, oe,plasmid, del, del]","[sdaA, mntS, rybA, rhtA, sdaB, tdcG, glyA, serA, serB, serC, ompX, opgE]","['sera', 'serb', 'serc']","['sdaa', 'mnts', 'ryba', 'rhta', 'sdab', 'tdcg', 'glya', 'ompx', 'opge']",[],10.1002.bit.25844,C(C(C(=O)O)N)O,MTCFGRXMJLQNBG-REOHCLBHSA-N
10.1007/s12010-015-1874-x,Efficient L-Alanine Production by a Thermo-Regulated Switch in Escherichia coli,Applied Biochemistry and Biotechnology,7.0,B0016,Escherichia coli,Glucose,l-alanine,g/L,120.8,,37.0,M9,flask,two-stage,96.0,"[del, del, del, del, del, del, del, integrated,oe]","[dadX, ackA, pta, pflB, adhE, frdA, ldhA, alaD]",['alad'],"['dadx', 'pta', 'pflb', 'adhe', 'frda', 'ldha']",[],10.1007.s12010-015-1874-x,CC(C(=O)O)N,QNAYBMKLOCPYGJ-REOHCLBHSA-N
10.1186/s12934-014-0160-x,Biosynthesis of beta-carotene in engineered E. coli using the MEP and MVA pathways,Microbial Cell Factories,7.0,BL21(DE3),Escherichia coli,Glycerol,,g/L,3.2,,34.0,Minimal,,aerobic,0.37,"[oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid, oe,plasmid]","[mvaE, crtE, crtB, crtI, crtY, mvaS, dxs, fni, GPPS2, ERG12, ERG8, ERG19, IDI1]","['mvae', 'crte', 'crtb', 'crti', 'crty', 'mvas', 'dxs', 'fni', 'gpps2', 'erg12', 'erg8', 'erg19', 'idi1']",[],[],10.1186.s12934-014-0160-x,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,OENHQHLEOONYIE-JLTXGRSLSA-N
10.1186/s12934-014-0172-6,"Engineering of Serine-Deamination pathway, Entner-Doudoroff pathway and pyruvate dehydrogenase complex to improve poly(3-hydroxybutyrate) production in Escherichia coli",Microbial Cell Factories,7.0,JM109,Escherichia coli,Glucose,PHB,,5.54,2.08,37.0,Minimal,nbflask,aerobic,,"[integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe, integrated,oe]","[serA, serB, serC, pgk, edd, eda, zwf, aceE]","['serA', 'serB', 'serC', 'pgk', 'edd', 'eda', 'zwf', 'aceE']",[],[],10.1186.s12934-014-0172-6,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N
