paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,parent strain_x,knock out gene_x,overexpress gene_x,heterologous gene_x,parent strain_y,knock out gene_y,overexpress gene_y,heterologous gene_y,knockout gene
p104,10.1002.bit.25683,SCIST07-12,Saccharomyces cerevisiae,b-farnesene (beta-farnesene),~120 mg/L,minimal media,glucose,"20 g/L (initial), fed-batch","2.5 L Applikon bioreactor, RQ-controlled exponential fed-batch",5.0,~72 h (feed phase),30 °C,,,,,SCICK16 / SCIGS22,"PHXT1-ERG9, dpp1Δ, lpp1Δ (SCIST07-09); PHXT1-ERG9, dpp1Δ, lpp1Δ, ERG20Δ, GDH2Δ, gdh1Δ (SCIST10-12)",tHMG1,b-farnesene synthase from *Artemisia annua*,SCICK16,ERG9;dpp1;lpp1,tHMG1,"farnesene synthases (M. domestica, C. junos, A. annua)",
p104,10.1002.bit.25683,SCIGS24,Saccharomyces cerevisiae,a-santalene (alpha-santalene),163 mg/L,minimal media,glucose,"30 g/L (initial), fed-batch","2.5 L Applikon bioreactor, RQ-controlled exponential fed-batch",5.0,~30 h (feeding time),30 °C,,,,,SCIST10-12,"PHXT1-ERG9, dpp1Δ, lpp1Δ, ERG20Δ, GDH2Δ, gdh1Δ",none,santalene synthase from *Clausena lansium*,SCIST10-12,ERG20;ERG9;GDH2;dpp1;gdh1;lpp1,tHMG1,farnesene synthases (Clausena lansium);santalene synthase (Clausena lansium),
,,,,,,,,,,,,,,,,,,,,,,,,,
p105,10.1002.bit.25844,Q1,E. coli,L-serine (L-serine),8.3 g/L,M9 minimal medium,glucose,"0.2% (batch), 7.5 g/L initial, fed during fermentation","1 L fermenter, fed-batch",7.0,~48 h,37°C,,,,,E. coli MG1655,"sdaA, sdaB, tdcG, glyA","serA<sup>mut</sup>, serB, serC",,MG1655,DglyA;DsdaA;DsdaB;DtdcG;glyA;sdaA;sdaB;tdcG,serA;serAmut;serB;serC,,
p105,10.1002.bit.25844,Q3,E. coli,L-serine (L-serine),11.7 g/L (max 12.6 g/L),M9 minimal medium,glucose,"7.5 g/L initial, fed during fermentation","1 L fermenter, fed-batch",7.0,~48 h,37°C,,,,,E. coli MG1655,"sdaA, sdaB, tdcG, glyA, rhtA, ompX, opgE, rybA/mntS (deletion in evolved strain)","serA<sup>mut</sup>, serB, serC",,Q1,DglyA;DsdaA;DsdaB;DtdcG;glyA;ompX;opgE;rhtA;rybA;sdaA;sdaB;tdcG,eamA;serA;serAmut;serB;serC,eamA (E. coli),
,,,,,,,,,,,,,,,,,,,,,,,,,
p106,10.1016.j.bbrc.2009.12.013,BW25113 frdC,Escherichia coli,hydrogen (hydrogen),"0.035 ± 0.006 mmol/L/h (5h), 0.28 ± 0.01 mmol/L/h (24h)",glycerol medium,glycerol,10 g/L,"sealed crimp-top vials, batch",6.3,"5h, 24h",37°C,,,,,BW25113,frdC,-,-,BW25113,frdC,,,
p106,10.1016.j.bbrc.2009.12.013,HW1,Escherichia coli,hydrogen (hydrogen),"0.024 ± 0.001 mmol/L/h (5h), 0.28 ± 0.01 mmol/L/h (24h)",glycerol medium,glycerol,10 g/L,"sealed crimp-top vials, batch",6.3,"5h, 24h",37°C,,,,,BW25113 frdC,frdC,-,-,BW25113 frdC,frdC,,,
p106,10.1016.j.bbrc.2009.12.013,HW2,Escherichia coli,hydrogen (hydrogen),"0.68 ± 0.16 mmol/L/h (5h), higher at 24h",glycerol medium,glycerol,10 g/L,"sealed crimp-top vials, batch",6.3,"5h, 24h",37°C,,,,,BW25113 frdC,frdC,-,-,HW1,frdC,gldA,,
p106,10.1016.j.bbrc.2009.12.013,HW2,Escherichia coli,ethanol (ethanol),"2.1 ± 0.3 mg/mg protein (5h), similar trend at 24h",glycerol medium,glycerol,10 g/L,"sealed crimp-top vials, batch",6.3,"5h, 24h",37°C,,,,,BW25113 frdC,frdC,-,-,HW1,frdC,gldA,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p107,10.1016.j.ymben.2006.10.005,EPY213,Saccharomyces cerevisiae,amorphadiene (amorphadiene),~0.3 mM (60 mg/L),SD medium,galactose,2%,"250 mL Erlenmeyer flask, batch",not specified,7 days,30°C,,,,,not applicable,none,"ALD6, tHMGR, UPC2-1, ERG9 (PMET3), ERG20 (in EPY224)",ADS,,ERG9,ADS;tHMGR;upc2-1,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p108,10.1016.j.ymben.2009.01.002,BL21(DE3) pAF pYdbK,Escherichia coli,H2 (hydrogen),0.9 mol H2·(mol glucose consumed)⁻¹,MOPS minimal medium,glucose,0.5% (w/v),"120–160mL serum bottles, closed batch",~6.6–6.9,17–24h,"30°C (induction), 37°C (reaction)",,,,,BL21(DE3),,"YdbK, HydA, HydF, HydG, HydE, CpFdx","CpFdx (C. pasteurianum), HydA, HydF, HydG, HydE (C. acetobutylicum)",BL21(DE3),,CpFdx;Fdx;HydA;HydE;HydF;HydG;YdbK,CpFdx (C. pasteurianum);Fdx (C. pasteurianum),
p108,10.1016.j.ymben.2009.01.002,BL21(DE3)ΔiscR pAF pYdbK,Escherichia coli,H2 (hydrogen),1.8 mol H2·(mol glucose consumed)⁻¹,MOPS minimal medium,glucose,0.5% (w/v),"120–160mL serum bottles, closed batch",~6.6–6.9,17–24h,"30°C (induction), 37°C (reaction)",,,,,BL21(DE3),iscR,"YdbK, HydA, HydF, HydG, HydE, CpFdx","CpFdx (C. pasteurianum), HydA, HydF, HydG, HydE (C. acetobutylicum)",BL21(DE3)ΔiscR,iscR,HydA;HydE;HydF;HydG;YdbK,CpFdx (C. pasteurianum);Fdx (C. pasteurianum),
p108,10.1016.j.ymben.2009.01.002,BL21(DE3)ΔiscR pYdbK pAF pBsAmyE,Escherichia coli,H2 (hydrogen),Not quantified (but detected),MOPS minimal medium,potato starch,0.2% (w/v),"120–160mL serum bottles, closed batch",~6.6–6.9,24h,"30°C (induction), 37°C (reaction)",,,,,BL21(DE3),iscR,"YdbK, HydA, HydF, HydG, HydE, CpFdx, AmyE","CpFdx (C. pasteurianum), HydA, HydF, HydG, HydE (C. acetobutylicum), AmyE (B. subtilis)",BL21(DE3)ΔiscR,iscR,HydA;HydE;HydF;HydG;YdbK,CpFdx (C. pasteurianum);Fdx (C. pasteurianum);α-amylase (B. subtilis),
p108,10.1016.j.ymben.2009.01.002,BL21(DE3)ΔiscR pYdbK pAF pBsAmyE,Escherichia coli,H2 (hydrogen),Not quantified (but detected),MOPS minimal medium,potato starch,0.2% (w/v),"120–160mL serum bottles, closed batch",~6.6–6.9,24h,"30°C (induction), 37°C (reaction)",,,,,BL21(DE3),iscR,"YdbK, HydA, HydF, HydG, HydE, CpFdx, AmyE","CpFdx (C. pasteurianum), HydA, HydF, HydG, HydE (C. acetobutylicum), AmyE (B. subtilis)",BL21(DE3),iscR,HydA;HydE;HydF;HydG;YdbK,AmyE (B. subtilis);CpFdx (C. pasteurianum);Fdx (C. pasteurianum),
p108,10.1016.j.ymben.2009.01.002,BL21(DE3)ΔiscR pYdbK pAF pACYC-empty,Escherichia coli,H2 (hydrogen),Not detected,MOPS minimal medium,potato starch,0.2% (w/v),"120–160mL serum bottles, closed batch",~6.6–6.9,24h,"30°C (induction), 37°C (reaction)",,,,,BL21(DE3),iscR,"YdbK, HydA, HydF, HydG, HydE","CpFdx (C. pasteurianum), HydA, HydF, HydG, HydE (C. acetobutylicum)",BL21(DE3)ΔiscR,iscR,YdbK,,
p108,10.1016.j.ymben.2009.01.002,MG1655 wild-type,Escherichia coli,H2 (hydrogen),0.10±0.02 mol H2·(mol glucose consumed)⁻¹,MOPS minimal medium,glucose,0.5% (w/v),"120–160mL serum bottles, closed batch",~6.6–6.9,25h,"30°C (induction), 37°C (reaction)",,,,,MG1655,,"YdbK, HydA, HydF, HydG, HydE, CpFdx","CpFdx (C. pasteurianum), HydA, HydF, HydG, HydE (C. acetobutylicum)",MG1655,,,,
p108,10.1016.j.ymben.2009.01.002,MG1655ΔiscR,Escherichia coli,H2 (hydrogen),0.13±0.01 mol H2·(mol glucose consumed)⁻¹,MOPS minimal medium,glucose,0.5% (w/v),"120–160mL serum bottles, closed batch",~6.6–6.9,25h,"30°C (induction), 37°C (reaction)",,,,,MG1655,iscR,"YdbK, HydA, HydF, HydG, HydE, CpFdx","CpFdx (C. pasteurianum), HydA, HydF, HydG, HydE (C. acetobutylicum)",MG1655,iscR,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p109,10.1016.j.ymben.2009.02.002,E. coli KP7600,Escherichia coli,"2-Pyrone-4,6-dicarboxylic acid (PDC) (2-pyrone-4,6-dicarboxylic acid)",46 ± 0.74 mg/L,Minimal medium,Glucose,2 g/L,Shaken flask (50 mL),~3.0 (after acidification),48 h,37°C,,,,,KP7600,,"aroFfbr, aroB, ubiC, pobA, ligA, ligB, ligC, qutC","aroFfbr (from E. coli), aroB (from E. coli), ubiC (from E. coli), pobA (from P. putida), ligA, ligB, ligC (from Sphingobium sp. SYK-6), qutC (from Emericella nidulans)",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p110,10.1016.j.ymben.2009.07.002,NZN111,E. coli,succinate (succinic acid),0.24 ± 0.02 g/L,M9 minimal media,glucose,10 g/L,"microaerobic culture tubes (filled to the top, capped)",not specified,24 h (anaerobic phase),37°C,,,,,E. coli NZN111,"ldhA, pflB",none (parental control),not specified,,ldhA;pflB,MarA;argA;grxB;hyfF;ldhA;moaE;nuoC;pfkB;ygfT;yhcAD,,
p110,10.1016.j.ymben.2009.07.002,NZN111,E. coli,succinate (succinic acid),1.99 ± 0.09 g/L,LB rich media,glucose,10 g/L,dual-phase fermentation (aerobic/anaerobic),not specified,24 h (anaerobic phase),37°C,,,,,E. coli NZN111,"ldhA, pflB",none (parental control),not specified,,ldhA;pflB,MarA;argA;grxB;hyfF;ldhA;moaE;nuoC;pfkB;ygfT;yhcAD,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p111,10.1016.j.ymben.2010.11.002,TM4,Escherichia coli,26.10 IgG (anti-digoxin 26.10 IgG),4 mg/L,modified NU medium,glycerol,0.5%,shake flask,not specified,~16 h,"25°C (induction), 37°C (growth)",,,,,JUDE-1,none,"DsbA (co-expressed in some experiments, but not required in final optimized system)",26.10 IgG (anti-digoxin),JUDE-1,,BiP;Cyclophilin B;DnaJ;DnaK;DsbA;DsbC;FkpA;FkpA-DsbA chimera;GroEL;GroES;SecB;SecY;Skp;ppiB;tig,IgG (human),
p111,10.1016.j.ymben.2010.11.002,TM4,Escherichia coli,9c8-IgG (9c8 nanomolar affinity anti-complement factor C1S antibody),4 mg/L,modified NU medium,glycerol,0.5%,shake flask,not specified,~16 h,"25°C (induction), 37°C (growth)",,,,,JUDE-1,none,"DsbA (co-expressed in some experiments, but not required in final optimized system)",9c8-IgG (anti-complement factor C1S),JUDE-1,,BiP;Cyclophilin B;DnaJ;DnaK;DsbA;DsbC;FkpA;FkpA-DsbA chimera;GroEL;GroES;SecB;SecY;Skp;ppiB;tig,IgG (human),
p111,10.1016.j.ymben.2010.11.002,TM4,Escherichia coli,M18.1-IgG (M18.1 IgG antibody),2.5 mg/L,modified NU medium,glycerol,0.5%,shake flask,not specified,~16 h,"25°C (induction), 37°C (growth)",,,,,JUDE-1,none,"DsbA (co-expressed in some experiments, but not required in final optimized system)",M18.1-IgG (anti-Bacillus anthracis PA),JUDE-1,,BiP;Cyclophilin B;DnaJ;DnaK;DsbA;DsbC;FkpA;FkpA-DsbA chimera;GroEL;GroES;SecB;SecY;Skp;ppiB;tig,IgG (human),
p111,10.1016.j.ymben.2010.11.002,JUDE-1,Escherichia coli,26.10 IgG (anti-digoxin 26.10 IgG),1 mg/L,modified NU medium,glycerol,0.5%,shake flask,not specified,~16 h,"25°C (induction), 37°C (growth)",,,,,JUDE-1,none,none,26.10 IgG (anti-digoxin),,,BiP;Cyclophilin B;DnaJ;DnaK;DsbA;DsbC;FkpA;FkpA-DsbA chimera;GroEL;GroES;SecB;SecY;Skp;ppiB;tig,IgG (human),
p111,10.1016.j.ymben.2010.11.002,JUDE-1,Escherichia coli,9c8-IgG (9c8 nanomolar affinity anti-complement factor C1S antibody),0.67 mg/L,modified NU medium,glycerol,0.5%,shake flask,not specified,~16 h,"25°C (induction), 37°C (growth)",,,,,JUDE-1,none,none,9c8-IgG (anti-complement factor C1S),,,BiP;Cyclophilin B;DnaJ;DnaK;DsbA;DsbC;FkpA;FkpA-DsbA chimera;GroEL;GroES;SecB;SecY;Skp;ppiB;tig,IgG (human),
p111,10.1016.j.ymben.2010.11.002,JUDE-1,Escherichia coli,M18.1-IgG (M18.1 IgG antibody),1 mg/L,modified NU medium,glycerol,0.5%,shake flask,not specified,~16 h,"25°C (induction), 37°C (growth)",,,,,JUDE-1,none,none,M18.1-IgG (anti-Bacillus anthracis PA),,,BiP;Cyclophilin B;DnaJ;DnaK;DsbA;DsbC;FkpA;FkpA-DsbA chimera;GroEL;GroES;SecB;SecY;Skp;ppiB;tig,IgG (human),
,,,,,,,,,,,,,,,,,,,,,,,,,
p112,10.1016.j.ymben.2011.09.006,AMS001 (pLOI295),Escherichia coli,ethanol (ethanol),12.5 mM,LB + glycerol,glycerol,20 g/L,"125 mL shake flask, batch",not specified,~20 h,37°C,,,,,GJT001,ubiCA,-,Z. mobilis pdc and adh,AMS001,ubiCA,adh;pdc,,
p112,10.1016.j.ymben.2011.09.006,AMS001 (pCRADH2),Escherichia coli,ethanol (ethanol),~25–30 mM (approximate from Fig. 4B; exact value not directly stated but comparable to acetate),LB + glycerol,glycerol,20 g/L,"125 mL shake flask, batch",not specified,~20 h,37°C,,,,,GJT001,ubiCA,-,mutated adhE*,AMS001,ubiCA,,adh (Z. mobilis),
p112,10.1016.j.ymben.2011.09.006,AMS002 (pLOI295),Escherichia coli,ethanol (ethanol),4.2 mM,LB + glycerol,glycerol,20 g/L,"125 mL shake flask, batch",not specified,~20 h,37°C,,,,,YBS131,"ubiCA, ldhA",-,Z. mobilis pdc and adh,AMS002,ldhA;ubiCA,adh;pdc,,
p112,10.1016.j.ymben.2011.09.006,AMS002 (pCRADH2),Escherichia coli,ethanol (ethanol),~25–30 mM (approximate from Fig. 4D; exact value not directly stated but comparable to acetate),LB + glycerol,glycerol,20 g/L,"125 mL shake flask, batch",not specified,~20 h,37°C,,,,,YBS131,"ubiCA, ldhA",-,mutated adhE*,AMS002,ldhA;ubiCA,,adh (Z. mobilis),
,,,,,,,,,,,,,,,,,,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL166/pHL101/pHM10H,Escherichia coli,n-hexanoic acid (n-hexanoic acid),not quantified (growth rescue observed),LB,glucose,1%,"10mL BD Vacutainer tube (sealed, anaerobic conditions)",not specified,24h,30°C,JCL166,ΔldhA ΔadhE ΔfrdBC,mBACH,mouse brain acyl-CoA hydrolase (mBACH),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL166/pHL101/pHM10C,Escherichia coli,n-hexanoic acid (n-hexanoic acid),not quantified (growth decreased),LB,glucose,1%,"10mL BD Vacutainer tube (sealed, anaerobic conditions)",not specified,24h,30°C,JCL166,ΔldhA ΔadhE ΔfrdBC,C. kluyveri crt1,C. kluyveri crt1,,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL166/pHL101/pHM10P (wild-type PaaH1),Escherichia coli,n-hexanoic acid (n-hexanoic acid),not quantified (growth rescued),LB,glucose,1%,"10mL BD Vacutainer tube (sealed, anaerobic conditions)",not specified,24h,30°C,JCL166,ΔldhA ΔadhE ΔfrdBC,R. eutropha paaH1,R. eutropha paaH1,,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM10P (P01 variant),Escherichia coli,hexanoic acid (hexanoic acid),"increased vs wild-type (statistically significant, **P<0.01)",LB,glucose,1%,5mL LB in 10mL Vacutainer tube (anaerobic conditions),not specified,60h,30°C,JCL299,not specified,R. eutropha paaH1 (P01 mutant),R. eutropha paaH1 (P01 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM10P (P042 variant),Escherichia coli,hexanoic acid (hexanoic acid),"increased vs wild-type (statistically significant, **P<0.01)",LB,glucose,1%,5mL LB in 10mL Vacutainer tube (anaerobic conditions),not specified,60h,30°C,JCL299,not specified,R. eutropha paaH1 (P042 mutant),R. eutropha paaH1 (P042 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM10P (P06 variant),Escherichia coli,hexanoic acid (hexanoic acid),"increased vs wild-type (statistically significant, **P<0.01)",LB,glucose,1%,5mL LB in 10mL Vacutainer tube (anaerobic conditions),not specified,60h,30°C,JCL299,not specified,R. eutropha paaH1 (P06 mutant),R. eutropha paaH1 (P06 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM10P (P09 variant),Escherichia coli,hexanoic acid (hexanoic acid),"increased vs wild-type (statistically significant, **P<0.01)",LB,glucose,1%,5mL LB in 10mL Vacutainer tube (anaerobic conditions),not specified,60h,30°C,JCL299,not specified,R. eutropha paaH1 (P09 mutant),R. eutropha paaH1 (P09 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM10P (P13 variant),Escherichia coli,hexanoic acid (hexanoic acid),"increased vs wild-type (statistically significant, **P<0.01)",LB,glucose,1%,5mL LB in 10mL Vacutainer tube (anaerobic conditions),not specified,60h,30°C,JCL299,not specified,R. eutropha paaH1 (P13 mutant),R. eutropha paaH1 (P13 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM25-P (PaaH1 wild-type),Escherichia coli,n-hexanol (n-hexanol),~280 mg/L,Terrific Broth,glucose,2%,5mL in 10mL Vacutainer tube (anaerobic conditions),not specified,48h,30°C,JCL299,not specified,C. acetobutylicum AdhE2,R. eutropha paaH1 (wild-type),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM25-P (P01 variant),Escherichia coli,n-hexanol (n-hexanol),469 mg/L,Terrific Broth,glucose,2%,5mL in 10mL Vacutainer tube (anaerobic conditions),not specified,48h,30°C,JCL299,not specified,C. acetobutylicum AdhE2,R. eutropha paaH1 (P01 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM25-P (P042 variant),Escherichia coli,n-hexanol (n-hexanol),469 mg/L,Terrific Broth,glucose,2%,5mL in 10mL Vacutainer tube (anaerobic conditions),not specified,48h,30°C,JCL299,not specified,C. acetobutylicum AdhE2,R. eutropha paaH1 (P042 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM25-P (P06 variant),Escherichia coli,n-hexanol (n-hexanol),469 mg/L,Terrific Broth,glucose,2%,5mL in 10mL Vacutainer tube (anaerobic conditions),not specified,48h,30°C,JCL299,not specified,C. acetobutylicum AdhE2,R. eutropha paaH1 (P06 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM25-P (P09 variant),Escherichia coli,n-hexanol (n-hexanol),469 mg/L,Terrific Broth,glucose,2%,5mL in 10mL Vacutainer tube (anaerobic conditions),not specified,48h,30°C,JCL299,not specified,C. acetobutylicum AdhE2,R. eutropha paaH1 (P09 mutant),,,,,,,,,
p113,10.1016.j.ymben.2012.07.002,JCL299/pHL101/pHM25-P (P13 variant),Escherichia coli,n-hexanol (n-hexanol),469 mg/L,Terrific Broth,glucose,2%,5mL in 10mL Vacutainer tube (anaerobic conditions),not specified,48h,30°C,JCL299,not specified,C. acetobutylicum AdhE2,R. eutropha paaH1 (P13 mutant),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
p114,10.1016.j.ymben.2012.07.010,JBEI4716,,bisabolene (bisabolene),200 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),ERG9 (promoter changed to CYC1),"tHMG1, ERG20, AgBIS",AgBIS,CEN.PK2,,AgBIS;ERG20;HMG1;tHMG1,AgBIS (Abies grandis),
p114,10.1016.j.ymben.2012.07.010,JBEI4724,,bisabolene (bisabolene),~450 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),"rox1, yjl064w, ypl062w","tHMG1, ERG20, AgBIS",AgBIS,,rox1;yjl064w;ypl062w,AgBIS;ERG20;HMG1;tHMG1,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4725,,bisabolene (bisabolene),~200 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),GAL80,"tHMG1, ERG20, AgBIS",AgBIS,JBEI4716,gal80,AgBIS;ERG20;HMG1;tHMG1,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4726,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),none,"tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,,,,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4727,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),rox1,"tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4726,rox1,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4728,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),ypl062w,"tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4726,yjl064w,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4729,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),yjl064w,"tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4726,ypl062w,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4730,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),"rox1, ypl062w","tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4726,rox1;yjl064w,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4731,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),"rox1, yjl064w","tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4726,rox1;ypl062w,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4732,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),"yjl064w, ypl062w","tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4726,yjl064w;ypl062w,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4733,,bisabolene (bisabolene),~800 mg/L,batch culture medium,glucose,15 g/L,2-L Satorius Biostat-B plus bioreactor,5,6 days,30°C,,,,,CEN.PK2 (PCYC1_ERG9),"rox1, yjl064w, ypl062w","tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4726,rox1;yjl064w;ypl062w,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
p114,10.1016.j.ymben.2012.07.010,JBEI4734,,bisabolene (bisabolene),5.2 g/L,glucose-limited fed-batch medium,glucose,500 g/L (feed),2-L Satorius Biostat-B plus bioreactor,5,>6 days (including stationary phase extension),30°C,,,,,CEN.PK2 (TRP revertant),"yjl064w, ypl062w","tHMG1, AgBIS∼ERG20 (chromosomal), pRS-AgBIS (plasmid)",AgBIS,JBEI4732,yjl064w;ypl062w,AgBIS,AgBIS (Abies grandis);ERG20 (Saccharomyces cerevisiae),
,,,,,,,,,,,,,,,,,,,,,,,,,
p115,10.1016.j.ymben.2012.08.001,E. coli HB101 (pUC19ayt),Escherichia coli,acetone (acetone),62 mM (3.6 g/L),LB medium,glucose,20 g/L,"5-ml test tube, batch",not specified,24-30 h,37°C,HB101,none,"thlA, adc, ybgC","ybgC (from H. influenzae), thlA, adc (from C. acetobutylicum)",,,,,,,,,
p115,10.1016.j.ymben.2012.08.001,E. coli HB101 (pUC19ayt),Escherichia coli,acetone (acetone),76 mM (4.4 g/L),LB medium,glucose,20 g/L,"100-ml baffled shake flask, batch",4.7 (minimum),48 h,37°C,HB101,none,"thlA, adc, ybgC","ybgC (from H. influenzae), thlA, adc (from C. acetobutylicum)",,,,,,,,,
p115,10.1016.j.ymben.2012.08.001,E. coli HB101 (pUC19ayt),Escherichia coli,acetone (acetone),122 mM (7.1 g/L),LB medium,glucose,maintained >2 g/L,"100-ml baffled shake flask, fed-batch",>5.0 (adjusted with NaOH),80 h,37°C,HB101,none,"thlA, adc, ybgC","ybgC (from H. influenzae), thlA, adc (from C. acetobutylicum)",,,,,,,,,
p115,10.1016.j.ymben.2012.08.001,E. coli WL3 (pUC19ayt),Escherichia coli,acetone (acetone),42 mM,LB medium,glucose,20 g/L,"5-ml test tube, batch",not specified,not specified,37°C,WL3,none,"thlA, adc, ybgC","ybgC (from H. influenzae), thlA, adc (from C. acetobutylicum)",,,,,,,,,
p115,10.1016.j.ymben.2012.08.001,E. coli HB101 (pUC19att),Escherichia coli,acetone (acetone),26 mM (1.5 g/L),LB medium,glucose,20 g/L,"5-ml test tube, batch",not specified,not specified,37°C,HB101,none,"thlA, adc, teIIsrf","teIIsrf (from B. subtilis), thlA, adc (from C. acetobutylicum)",,,,,,,,,
p115,10.1016.j.ymben.2012.08.001,E. coli HB101 (pUC19act),Escherichia coli,acetone (acetone),48 mM (2.8 g/L),LB medium,glucose,20 g/L,"5-ml test tube, batch",not specified,not specified,37°C,HB101,none,"thlA, adc, ctfAB","ctfAB (from C. acetobutylicum), thlA, adc (from C. acetobutylicum)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
