paper number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene,check
P92,10.1186.s40643-021-00431-0,F5,Yarrowia lipolytica,mevalonate (MVA) (mevalonate),0.94 g/L,YPD,glucose,-,Shake flask,-,96 h,30 °C,,,FSERG20,,yes
P92,10.1186.s40643-021-00431-0,F5,Yarrowia lipolytica,α-farnesene (α-farnesene),1.29 g/L,YPD,glucose,-,Shake flask,-,96 h,30 °C,,,FSERG20,,yes
P92,10.1186.s40643-021-00431-0,F5,Yarrowia lipolytica,α-farnesene (α-farnesene),25.55 g/L,YPD,glucose,-,Shake flask,-,96 h,30 °C,,,FSERG20,,yes
,,,,,,,,,,,,,,,,,
P93,10.3389.fbioe.2015.00048,SA13,Synechococcus,lauric acid (lauric acid),8.7 ± 0.6 mg L⁻¹,Nitrogen replete batch culture,Glucose (implicit),Not specified,"Shake flask, static",7.5,48 hours,34°C,,fadD,fatB1,fatB1 (Umbellularia californica),no
P93,10.3389.fbioe.2015.00048,SA01,Synechococcus,lauric acid (lauric acid),9.1 ± 0.4 mg L⁻¹,Nitrogen replete batch culture,Glucose (implicit),Not specified,"Shake flask, static",7.5,48 hours,34°C,,fadD,fatB1,fatB1 (Umbellularia californica),yes
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P95,10.3389.fbioe.2020.00300,E. coli W3110-BL,Escherichia coli,L-Met (L-Methionine),1.48 g/L,Fermentation medium,Glucose,20 g/L,"5-L jar fermenter, batch",Adjusted with CaCO3,Not specified,"37°C initially, 28°C later",,L-lysine,,,yes
P95,10.3389.fbioe.2020.00300,E. coli W3110-BL,Escherichia coli,L-Met (L-Methionine),0.057 mol/mol,Fermentation medium,Glucose,20 g/L,"5-L jar fermenter, batch",Not specified,Not specified,37°C,,L-lysine,,,yes
P95,10.3389.fbioe.2020.00300,E. coli W3110-BL,Escherichia coli,L-Met (L-Methionine),0.94 g/L,Seed medium (LB + Amp),Glucose,Not specified,Flask culture,6.8 ± 0.2,12 h,37°C,,L-lysine,,,yes
P95,10.3389.fbioe.2020.00300,E. coli W3110-BL,Escherichia coli,L-Met (L-Methionine),0.089 mol/mol,Fermentation medium,Glucose,20 g/L,"5-L jar fermenter, batch",Maintained >20% DO,Not specified,28°C after OD600 reaches 1.8-2.0,,L-lysine,,,yes
,,,,,,,,,,,,,,,,,
P96,10.3390.jof8080822,SA,Saccharomyces cerevisiae,ethanol (Ethanol),10.3 g/L,unbuffered,glycerol,60 mL/L,shake flask,4,288 h,30 °C,,,,,no
P96,10.3390.jof8080822,SA,Saccharomyces cerevisiae,ethanol (Ethanol),10.4 g/L,CaCO3-buffered,glycerol,60 mL/L,shake flask,7,288 h,30 °C,,,,,no
P96,10.3390.jof8080822,SA,Saccharomyces cerevisiae,succinic acid (succinic acid),0.076 ± 0.0010 g/gglycerol,unbuffered,glycerol,60 mL/L,shake flask,4,144 h,30 °C,,,,,no
P96,10.3390.jof8080822,SA,Saccharomyces cerevisiae,succinic acid (succinic acid),0.182 ± 0.0058 g/gglycerol,CaCO3-buffered,glycerol,60 mL/L,shake flask,6,288 h,30 °C,,,,,no
P96,10.3390.jof8080822,SA,Saccharomyces cerevisiae,succinic acid (succinic acid),13.9 g/L,CaCO3-buffered,glycerol,60 mL/L,shake flask,,,,,,,,no
P96,10.3390.jof8080822,SA,Saccharomyces cerevisiae,succinic acid (succinic acid),5.6 g/L,unbuffered,glycerol,60 mL/L,shake flask,,,,,,,,no
,,,,,,,,,,,,,,,,,
P97,10.3390.molecules28041758,B3-2,E. coli,ω-AmDDA (ω-aminododecanoic acid),7.98 ± 0.19 mM (final),undefined,D-glucose,1% (w/v),undefined,7.5,8 h,30 °C,B3-1,yfeX,hemB,M1 (not specified);M3 (not specified);alkJ (Pseudomonas oleovorans),yes
,,,,,,,,,,,,,,,,,
P98,10.3390.polym11030509,YH090,Escherichia coli,3-hydroxybutyrate (3HB) (3-hydroxybutyric acid),1.8 g/L,M9 minimal medium,2% glucose,,Flask culture,,48 h,30 °C,,,,,no
P98,10.3390.polym11030509,HR002,Escherichia coli,PHB (Poly(3-hydroxybutyrate)),2.1 g/L,M9 minimal medium,2% glucose,,Flask culture,,48 h,30 °C,HR200,adhE;fnr;ldhA;pflb,pntAB,bktB (R. eutropha);phaB (R. eutropha);phaC (R. eutropha),yes
P98,10.3390.polym11030509,HR002::pct,Escherichia coli,poly(3-hydroxybutyrate-co-3-hydroxyvalerate) (PHBV) (poly(3-hydroxybutyrate-co-3-hydroxyvalerate)),0.67 g/g,M9 minimal medium,2% glucose + 0.15% propionate,,Flask culture,,72 h,30 °C,HR002,adhE;fnr;ldhA;pflb,pntAB,bktB (R. eutropha);pct (R. eutropha H16);phaB (R. eutropha);phaC (R. eutropha),yes
P98,10.3390.polym11030509,HR001,Escherichia coli,PHA (Polyhydroxyalkanoate),1.8 g/L,M9 minimal medium,2% glucose,,Flask culture,,48 h,30 °C,HR100,adhE;fnr;ldhA;pflb,,bktB (R. eutropha);phaB (R. eutropha);phaC (R. eutropha),yes
