paper number,doi,strain names,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p160,10.1016.j.femsyr.2004.01.003,RWB202-AFX,Saccharomyces cerevisiae,ethanol (ethanol),0.42 g ethanol Á g xylose⁻¹,synthetic,xylose,20 g l⁻¹,fermenter,5.0,-,30 °C,RWB202,-,-,-
p161,10.1016.j.femsyr.2004.09.010,RWB217,Saccharomyces cerevisiae,ethanol (ethanol),-,synthetic,xylose,2% (w/v),"fermenter, batch",5.0,-,30°C,CEN.PK102-3A,gre3,"TKL1, RPE1, TAL1, RKI1, XKS1",XylA from Piromyces sp. E2
p162,10.1016.j.biortech.2014.12.020,MEC1121,Saccharomyces cerevisiae,ethanol (ethanol),-,YPX,xylose,30g/L,batch,5,48h,30°C,PE-2,-,-,"SsXYL1, SsXYL2, ScXKS1, ScTAL1"
p162,10.1016.j.biortech.2014.12.020,MEC1133,Saccharomyces cerevisiae,ethanol (ethanol),25.5g/L,SSCF corn cob hydrolysate,xylose + glucose,-,SSCF,5,48h,30°C,MEC1121,GRE3,-,"SsXYL1, SsXYL2, ScXKS1, ScTAL1"
p162,10.1016.j.biortech.2014.12.020,MEC1122,Saccharomyces cerevisiae,ethanol (ethanol),-,YPX,xylose,-,batch,-,-,30°C,CAT-1,-,-,"SsXYL1, SsXYL2, ScXKS1, ScTAL1"
p162,10.1016.j.biortech.2014.12.020,MEC1134,Saccharomyces cerevisiae,ethanol (ethanol),-,"MM (17g/L glucose, 40g/L xylose)",xylose + glucose,-,batch,-,-,30°C,CEN.PK113-5D,-,-,"SsXYL1, SsXYL2, ScXKS1, ScTAL1"
p162,10.1016.j.biortech.2014.12.020,PE-2,Saccharomyces cerevisiae,"ethanol, xylitol (ethanol, xylitol)",-,YPX,xylose,-,batch,-,-,30°C,-,-,-,-
p163,10.1016.j.ymben.2011.05.001,M208,yeast,valencene (valencene),38 μg/l,YPD,glucose,2% (w/v),Batch,Not specified,6 days,Not specified,W303-1A,-,CUP1-CsTPS1,CsTPS1
p163,10.1016.j.ymben.2011.05.001,bts1Δ,yeast,valencene (valencene),Reduced by half,YPD,glucose,2% (w/v),Batch,Not specified,Not specified,Not specified,W303-1A,BTS1,CsTPS1,-
p163,10.1016.j.ymben.2011.05.001,dpp1Δ/lpp1Δ,yeast,valencene (valencene),~10% reduction,YPD,glucose,2% (w/v),Batch,Not specified,Not specified,Not specified,W303-1A,"DPP1, LPP1",CsTPS1,-
p163,10.1016.j.ymben.2011.05.001,tHMG co-expressing strain,yeast,valencene (valencene),~1.6-fold increase,YPD,glucose,2% (w/v),Batch,Not specified,Not specified,Not specified,W303-1A,-,"tHMG, CsTPS1",-
p163,10.1016.j.ymben.2011.05.001,mtCsTPS1 expressing in BDXe,yeast,valencene (valencene),3-fold increase,YPD,glucose,2% (w/v),Batch,Not specified,Not specified,Not specified,BDXe,-,"tHMG, mtCsTPS1",-
p163,10.1016.j.ymben.2011.05.001,mtADS expressing,yeast,amorphadiene (amorphadiene),~20 mg/l,YPD,glucose,2% (w/v),Batch,Not specified,Not specified,Not specified,BDXe,-,"tHMG, mtFDPS, mtADS",mtADS
p164,10.1016.j.ymben.2013.01.003,Δidh1-acl,Saccharomyces cerevisiae,fatty acids (fatty acids),,YNBD-URA,glucose,2%,shake flask,,stationary phase,30°C,S. cerevisiae BY4741,idh1,acl,acl (mus musculus)
p164,10.1016.j.ymben.2013.01.003,Δidh2-acl,Saccharomyces cerevisiae,fatty acids (fatty acids),,YNBD-URA,glucose,2%,shake flask,,stationary phase,30°C,S. cerevisiae BY4741,idh2,acl,acl (mus musculus)
p164,10.1016.j.ymben.2013.01.003,Δidh1/2-acl,Saccharomyces cerevisiae,fatty acids (fatty acids),,YNBD-URA,glucose,2%,shake flask,,stationary phase,30°C,S. cerevisiae BY4741,"idh1, idh2",acl,acl (mus musculus)
p164,10.1016.j.ymben.2013.01.003,wt-acl,Saccharomyces cerevisiae,fatty acids (fatty acids),,YNBD-URA,glucose,2%,shake flask,,stationary phase,30°C,S. cerevisiae BY4741,-,acl,acl (mus musculus)
p165,10.1016.j.ymben.2013.10.004,ZD-PPD-000,Saccharomyces cerevisiae,protopanaxadiol (protopanaxadiol),0.05 mg/g DCW,YPD,glucose,2%,batch,5.5,6 days,30°C,BY4742,-,"PgDDS, PgPPDS, AtCPR1","PgDDS (P. ginseng), PgPPDS (P. ginseng), AtCPR1 (A. thaliana)"
p165,10.1016.j.ymben.2013.10.004,ZD-PPD-010,Saccharomyces cerevisiae,protopanaxadiol (protopanaxadiol),4.49 mg/g DCW,YPD,glucose,2%,batch,5.5,6 days,30°C,ZD-PPD-000,-,tHMG1,tHMG1 (S. cerevisiae)
p165,10.1016.j.ymben.2013.10.004,ZD-PPD-016,Saccharomyces cerevisiae,protopanaxadiol (protopanaxadiol),8.48 mg/g DCW,YPD,glucose,2%,batch,5.5,-,30°C,ZD-PPD-010,ERG11 (assumed),"ERG20, ERG9, ERG1",-
p165,10.1016.j.ymben.2013.10.004,ZD-PPD-018,Saccharomyces cerevisiae,protopanaxadiol (protopanaxadiol),13.11 mg/g DCW,YPD,glucose,2%,batch,5.5,6 days,30°C,ZD-PPD-016 (URA3−),-,"SynPgPPDS, tHMG1, AtCPR1",SynPgPPDS (optimized PgPPDS)
p165,10.1016.j.ymben.2013.10.004,ZD-PPD-018,Saccharomyces cerevisiae,protopanaxadiol (protopanaxadiol),1189 mg/L (total),YPD + methyl oleate,glucose,2%,fed-batch,5.5,96h,30°C,ZD-PPD-016 (URA3−),-,"SynPgPPDS, tHMG1, AtCPR1",SynPgPPDS (optimized PgPPDS)
p166,10.1016.j.ymben.2014.01.002,adh1Δ,Saccharomyces cerevisiae,1-butanol (1-butanol),120 mg/L,rich medium,glucose,2%,"shake-flask, aerobic",5,not specified,30°C,YSG50,adh1,-,-
p166,10.1016.j.ymben.2014.01.002,adh1Δ,Saccharomyces cerevisiae,1-butanol (1-butanol),242.8 mg/L,citric acid/phosphate buffer,glucose,2%,anaerobic tube,5,not specified,30°C,YSG50,adh1,various (see text for specifics),-
p166,10.1016.j.ymben.2014.01.002,adh1Δ + pRS425-LEU,Saccharomyces cerevisiae,1-butanol (1-butanol),51.2% increase,citric acid/phosphate buffer,glucose,2%,not specified,5,day 2,30°C,adh1Δ,adh1,"LEU4, LEU1",-
p166,10.1016.j.ymben.2014.01.002,ilv2Δ/adh1Δ,Saccharomyces cerevisiae,1-butanol (1-butanol),"242.8 mg/L, 106.8% increase",citric acid/phosphate buffer,glucose,2%,not specified,5,day 2,30°C,adh1Δ,adh1,-,-
p166,10.1016.j.ymben.2014.01.002,various ADH overexpression in adh1Δ,Saccharomyces cerevisiae,1-butanol (1-butanol),varies (up to 216.5% increase),not specified,glucose,not specified,not specified,not specified,day 1,30°C,adh1Δ,adh1,"ADHs (1-6), BdhB",-
p167,10.1016.j.ymben.2014.01.005,HPY01,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),92.6 mg L^-1,defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,CEN.PK 113-11C,-,MCRCa (C. aurantiacus),-
p167,10.1016.j.ymben.2014.01.005,HPY02,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),lower than HPY01,defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,CEN.PK 113-11C,-,"MCRSt (S. tokodaii), HPDH (M. sedula)",-
p167,10.1016.j.ymben.2014.01.005,HPY03,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),lower than HPY01,defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,CEN.PK 113-11C,-,"MCRSt (S. tokodaii), HIBADH (P. aeruginosa)",-
p167,10.1016.j.ymben.2014.01.005,HPY04,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),151.3 mg L^-1 (increase from HPY01),defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,HPY01,-,ACC1,-
p167,10.1016.j.ymben.2014.01.005,HPY05,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),increase of 50% from control,defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,CEN.PK 113-11C,-,"ADH2, ALD6, acsSEL641P",-
p167,10.1016.j.ymben.2014.01.005,HPY06,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),210 mg L^-1 (two-fold improvement from HPY01),defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,CEN.PK 113-11C,-,"ADH2, ALD6, acsSEL641P, ACC1",-
p167,10.1016.j.ymben.2014.01.005,HPY07,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),249 mg L^-1,defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,CEN.PK 113-11C (CIT2Δ),CIT2,"ADH2, ALD6, acsSEL641P, ACC1",-
p167,10.1016.j.ymben.2014.01.005,HPY08,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),271 mg L^-1 (3-fold improvement from HPY01),defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,CEN.PK 113-11C (MLS1Δ),MLS1,"ADH2, ALD6, acsSEL641P, ACC1",-
p167,10.1016.j.ymben.2014.01.005,HPY with gapN,Saccharomyces cerevisiae,3-HP (3-Hydroxypropionic acid),463 mg L^-1 (five-fold improvement from control),defined minimal medium,glucose,20 g L^-1,"shake flask, no feed",not specified,72 hours,30°C,HPY08,-,"ACC1, ADH2, ALD6, acsSEL641P",gapN (S. mutans)
p168,10.1016.j.ymben.2014.05.001,WXY12,Saccharomyces cerevisiae,ethanol (ethanol),45.2 g/L,SD medium,glucose and xylose,50 g/L each,batch,not specified,96h,30°C,WXY5,-,"TAL1, XKS1","XYL1-K270R, XYL2, RKI1, RPE1, XYL14m"
p169,10.1016.j.ymben.2014.10.008,AM94,Saccharomyces cerevisiae,sclareol (sclareol),6.8 mg/L,not specified,not specified,not specified,not specified,not specified,not specified,not specified,AM94,-,Erg20p–CcGGPPS fusion,Cistus creticus GGPP synthase (CcGGPPS)
p169,10.1016.j.ymben.2014.10.008,AM205,Saccharomyces cerevisiae,carotenoids (carotenoids),261 μg/g DCW,not specified,not specified,not specified,not specified,not specified,not specified,not specified,AM201 (erg20/ERG20 heterozygous deletion),ERG20,ERG20(F96C),-
p169,10.1016.j.ymben.2014.10.008,AM205,Saccharomyces cerevisiae,sclareol (sclareol),113 mg/L,not specified,not specified,not specified,not specified,not specified,not specified,not specified,AM94,ERG20,CcCLS–Erg20p(F96C),-
p169,10.1016.j.ymben.2014.10.008,AM205,Saccharomyces cerevisiae,sclareol (sclareol),403 mg/L,not specified,not specified,not specified,not specified,not specified,not specified,not specified,AM94,ERG20,CcCLS–Erg20p(F96C) + SsSCLS (co-expression),-
p170,10.1016.j.ymben.2015.03.003,ZW-DM-A,yeast,DM (dammarenediol-II),2.60 μmol/g DCW,YPD,glucose,not specified,batch,not specified,not specified,30°C,BY4742,-,"TEF1-PgDDS, PGK1-tHMG1","PgDDS, tHMG1"
p170,10.1016.j.ymben.2015.03.003,ZW-PPD-A,yeast,PPD (protopanaxadiol),2.49 μmol/g DCW,YPD,glucose,not specified,batch,not specified,not specified,30°C,ZW-DM-A,-,"TEF1-SynPgPPDS, TDH3-ATR2.1, PGK1-tHMG1","SynPgPPDS, ATR2.1"
p170,10.1016.j.ymben.2015.03.003,ZW-PPD-B,yeast,PPD (protopanaxadiol),8.29 μmol/g DCW,YPD,glucose,not specified,batch,not specified,not specified,30°C,ZW-PPD-A,-,"TPI1-PgSQE1, PGK1-ERG9, GPM1-ERG20","PgSQE1, ERG9, ERG20"
p170,10.1016.j.ymben.2015.03.003,D20RH18,yeast,Rh2 (20(S)-Rh2),1.45 μmol/g DCW,YPD,glucose,not specified,batch,not specified,not specified,30°C,ZW-PPD-B,-,TEF1-UGTPg45,UGTPg45
p170,10.1016.j.ymben.2015.03.003,D20RG1,yeast,Rg3 (Rg3),3.49 μmol/g DCW,YPD,glucose,not specified,batch,not specified,not specified,30°C,ZW-PPD-B,-,"TEF1-UGTPg45, HXT7-UGTPg29","UGTPg45, UGTPg29"
p171,10.1016.j.ymben.2015.08.007,ST4135,Saccharomyces cerevisiae,resveratrol (resveratrol),2.73 mg L<sup>−1</sup>,minimal medium,glucose,30 g L<sup>−1</sup>,batch,5.0,72h,30°C,-,-,"HaTAL, At4CL1, VvVST1","HaTAL (H. aurantiacus), At4CL1 (A. thaliana), VvVST1 (V. vinifera)"
p171,10.1016.j.ymben.2015.08.007,ST4140,Saccharomyces cerevisiae,resveratrol (resveratrol),6.39 mg L<sup>−1</sup>,minimal medium,glucose,30 g L<sup>−1</sup>,batch,5.0,-,30°C,ST4135,-,"ScARO4K229L, ScARO7G141S, ScACC1S659A, S1157A",-
p171,10.1016.j.ymben.2015.08.007,ST4152,Saccharomyces cerevisiae,resveratrol (resveratrol),235.57 mg L<sup>−1</sup>,minimal medium,glucose,30 g L<sup>−1</sup> + fed-batch,batch + fed-batch,5.0,-,30°C,ST4140,-,"ScARO4K229L, ScARO7G141S, ScACC1S659A, S1157A","HaTAL, At4CL1, VvVST1 (multi-integration)"
p171,10.1016.j.ymben.2015.08.007,ST4152,Saccharomyces cerevisiae,resveratrol (resveratrol),531.41 mg L<sup>−1</sup>,minimal medium,ethanol,- + fed-batch,batch + fed-batch,5.0,-,30°C,ST4140,-,"ScARO4K229L, ScARO7G141S, ScACC1S659A, S1157A","HaTAL, At4CL1, VvVST1 (multi-integration)"
p172,10.1007.s00253-014-5895-0,BY4741 with Enhanced PGPD-CAD,Saccharomyces,itaconic acid (itaconic acid),59 mg/L,YSC media,glucose,20 g/L,"shake flask, batch",not specified,3 days,30 °C,BY4741,-,CAD,CAD (A. terreus)
p172,10.1007.s00253-014-5895-0,Δade3 with Enhanced PGPD-CAD,Saccharomyces,itaconic acid (itaconic acid),90 mg/L,YSC media,glucose,20 g/L,"shake flask, batch",not specified,3 days,30 °C,BY4741,ade3,CAD,CAD (A. terreus)
p172,10.1007.s00253-014-5895-0,Δade3 Δbna2 with Enhanced PGPD-CAD,Saccharomyces,itaconic acid (itaconic acid),122 mg/L,YSC media,glucose,20 g/L,"shake flask, batch",not specified,3 days,30 °C,Δade3,bna2,CAD,CAD (A. terreus)
p172,10.1007.s00253-014-5895-0,Δade3 Δbna2 Δtes1 with Enhanced PGPD-CAD,Saccharomyces,itaconic acid (itaconic acid),168 mg/L,YSC media,glucose,20 g/L,"shake flask, batch",not specified,3 days,30 °C,Δade3 Δbna2,tes1,CAD,CAD (A. terreus)
