identifier,doi,strain names,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
p126,10.1038.nbt.3095,TaxE8 + TaxS10,nootkatone,4 mg/L,bioreactor,xylose,not specified,fed-batch,7,not specified,30°C,E. coli MG1655_ΔrecA_ΔendA_DE3,atpFH,VALC (in TaxE8),"HmCYP, AtCPR, PpADHC3 (in TaxS10)"
p127,10.1038.ncomms1494,E. coli DH1,Bisabolene,389±49 mg l−1,EZ-Rich,Glucose,1% (v/v),Shake flask with dodecane,-,73,30,Wild-type E. coli,-,-,pJBEI-2704 (FPP pathway)
p127,10.1038.ncomms1494,E. coli DH1 (optimized),Bisabolene,912±43 mg l−1,EZ-Rich,Glucose,1% (v/v),Shake flask with dodecane,-,73,30,Wild-type E. coli,-,-,pJBEI-2999 (optimized)
p127,10.1038.ncomms1494,E. coli DH1,Bisabolene,208 mg l−1,M9,Glucose,2% (v/v),Shake flask with dodecane,-,72,30,Wild-type E. coli,-,-,pJBEI-2999 (optimized)
p127,10.1038.ncomms1494,S. cerevisiae EPY300,Bisabolene,994±241 mg l-1,YEP,Galactose/Glucose,1.8% Galactose/0.2% Glucose,Shake flask with dodecane,-,96,30,EPY300 S. cerevisiae,Erg9,"tHMGR, Erg20, upc2-1, BIS",Bisabolene synthase
p128,10.1038.ncomms2425,"BL21(DE3) ΔfadD with pCDM4-[RBS29]-GLY, pACM4-ACA and pETM6-FAS",Free fatty acids,8.6 g/l,MK media with yeast extract and trace metals,Glucose,"20 g/l initially, 40% w/w during fed-batch","20 l BioFlo4500 Bioreactor, fed-batch mode",6.8,70 hours,"Starting 37°C, then 34°C post induction",BL21(DE3),ΔfadD,"pgk, gapA, aceE, aceF and lpdA, accA, accB, accC, accD",pCDM4-FAS
p130,10.1007.s10295-011-0973-0,WH3110_TIR,l-Tyr,32 ± 2 mg/g,Minimal,Glucose,10 g/l,Shake flask,-,-,37°C,W3110,-,"aroG fbr, tktA, tyrC, pheA CM",-
p130,10.1007.s10295-011-0973-0,WH3110ΔtyrR_TIR,l-Tyr,42 ± 2 mg/g,Minimal,Glucose,10 g/l,Shake flask,-,-,37°C,W3110,tyrR,"aroG fbr, tktA, tyrC, pheA CM",-
p130,10.1007.s10295-011-0973-0,VH33_TIR,l-Tyr,118 ± 20 mg/g,Minimal,Glucose,10 g/l,Shake flask,-,-,37°C,VH33,-,"aroG fbr, tktA, tyrC, pheA CM",-
p130,10.1007.s10295-011-0973-0,VH33ΔtyrR_TIR,l-Tyr,361 ± 30 mg/g,Minimal,Glucose,10 g/l,Shake flask,-,-,37°C,VH33,tyrR,"aroG fbr, tktA, tyrC, pheA CM",-
p130,10.1007.s10295-011-0973-0,W3110ΔtyrR_DOPA,l-DOPA,313 ± 60 mg/l,M9,Glucose,10 g/l,Resting cell/Shake flask,-,20h,37°C,W3110ΔtyrR,tyrR,"hpaBC, pTrchpaBCTrctyrCpheA CM, aroG fbr, tktA",4-hydroxyphenylacetate 3-hydroxylase from E. coli W
p130,10.1007.s10295-011-0973-0,VH33ΔtyrR_DOPA (batch),l-DOPA,1.51 g/l,LB,Glucose,50 g/l,Batch fermentor,6,50h,37°C,VH33ΔtyrR,tyrR,"hpaBC, pTrchpaBCTrctyrCpheA CM, aroG fbr, tktA",4-hydroxyphenylacetate 3-hydroxylase from E. coli W
p131,10.1007.s10295-011-0978-8,W3110/pSV01,L-Tryptophan,0.05 g/l,LB,Glucose,Flexible feeding to keep <5 g/l,"3-l fermentor, fed-batch",6.8,30 h,33°C -> 38°C,W3110,,AroF wt,
p131,10.1007.s10295-011-0978-8,W3110/pSV02,L-Tryptophan,0.23 g/l,LB,Glucose,Flexible feeding to keep <5 g/l,"3-l fermentor, fed-batch",6.8,30 h,33°C -> 38°C,W3110,,AroF fbr,
p131,10.1007.s10295-011-0978-8,W3110/pSV03,L-Tryptophan,0.87 g/l,LB,Glucose,Flexible feeding to keep <5 g/l,"3-l fermentor, fed-batch",6.8,30 h,33°C -> 38°C,W3110,,"AroF fbr, TrpEfbrD",
p131,10.1007.s10295-011-0978-8,FB-01/pSV03,L-Tryptophan,2.8 g/l,LB,Glucose,Flexible feeding to keep <5 g/l,"3-l fermentor, fed-batch",6.8,30 h,33°C -> 38°C,W3110,trpR,"AroF fbr, TrpEfbrD",
p131,10.1007.s10295-011-0978-8,FB-02/pSV03,L-Tryptophan,7.8 g/l,LB,Glucose,Flexible feeding to keep <5 g/l,"3-l fermentor, fed-batch",6.8,30 h,33°C -> 38°C,W3110,"trpR, tnaA","AroF fbr, TrpEfbrD",
p131,10.1007.s10295-011-0978-8,FB-03/pSV03,L-Tryptophan,10.8 g/l,LB,Glucose,Flexible feeding to keep <5 g/l,"3-l fermentor, fed-batch",6.8,30 h,33°C -> 38°C,W3110,"trpR, tnaA, pheA","AroF fbr, TrpEfbrD",
p131,10.1007.s10295-011-0978-8,FB-04/pSV03,L-Tryptophan,13.3 g/l,LB,Glucose,Flexible feeding to keep <5 g/l,"3-l fermentor, fed-batch, 2 g/l L-Phe, 3 g/l L-Tyr",6.8,30 h,33°C -> 38°C,W3110,"trpR, tnaA, pheA, tyrA","AroF fbr, TrpEfbrD",
p132,10.1007.s10295-012-1151-8,E. coli EG03,ethanol,"1,637 mg l−1",LB broth,glucose,50 g l−1,"screw-cap tubes, rotator (200 rpm)",,24h,30 °C,SZ470,"ΔfrdABCD, ΔldhA, ΔackA, ΔpflB, ΔadhE, ΔpdhR ::pflBp6-aceEF-lpd ΔmgsA",,
p132,10.1007.s10295-012-1151-8,E. coli EG03,butanol,"1,254 mg l−1",LB broth,glucose,50 g l−1,"screw-cap tubes, rotator (200 rpm)",,24h,30 °C,SZ470,"ΔfrdABCD, ΔldhA, ΔackA, ΔpflB, ΔadhE, ΔpdhR ::pflBp6-aceEF-lpd ΔmgsA",,"thiL, crt-bcd-etfA-etfB-hbd, adheII (from Clostridium acetobutylicum)"
p132,10.1007.s10295-012-1151-8,E. coli EG03,ethanol,"2,072 mg l−1",LB broth,glucose,50 g l−1,"screw-cap tubes, rotator (200 rpm)",,24h,30 °C,SZ470,"ΔfrdABCD, ΔldhA, ΔackA, ΔpflB, ΔadhE, ΔpdhR ::pflBp6-aceEF-lpd ΔmgsA",,"thiL, crt-bcd-etfA-etfB-hbd, adheII (from Clostridium acetobutylicum)"
p133,10.1093.nar.gks549,INVSc1 (INV-X3),ethanol,0.1 g/L/h,YPA,xylose,0.4 g/L/h,flask,-,-,30°C,INVSc1,-,"csXR, ctXDH, ppXKS",
p133,10.1093.nar.gks549,Classic Turbo Yeast (CTY-X7),ethanol,0.26 g/g xylose,YP,xylose,0.92 g/L/h,flask,-,88h,30°C,Classic Turbo Yeast,-,"csXR, ctXDH, ppXKS",
p133,10.1093.nar.gks549,INVSc1 (INV-C3),ethanol,0.37 g/L/h,YPA,cellobiose,1.50 g/L/h,flask,-,-,30°C,INVSc1,-,"cdt-1, gh1-1",
p133,10.1093.nar.gks549,Classic Turbo Yeast (CTY-C59),ethanol,0.74 g/L/h,YPA,cellobiose,0.39 g/L/h,flask,-,-,30°C,Classic Turbo Yeast,-,"cdt-1, gh1-1",
p134,10.1002.bit.24828,BW25113(DE3) pSTV-davBA,AMV,0.86 g/L,M10,glucose,25 g/L,250 mL shake flask,7.0,48 h,37°C,BW25113,ΔcadA ΔldcC,lysCfbr-dapAfbr,davBA
p134,10.1002.bit.24828,BW25113(DE3) pSTV-davBA,AMV,0.86 g/L,PBS,lysine,up to 2.5 g/L,resting cells assay,7.0,18 h,37°C,BW25113,ΔcadA ΔldcC,lysCfbr-dapAfbr,davBA
p134,10.1002.bit.24828,BW25113(DE3) pTrc-davDT,glutarate,0.82 g/L,M10,glucose,25 g/L,250 mL shake flask,7.0,48 h,37°C,BW25113,ΔcadA ΔldcC,lysCfbr-dapAfbr,davDT
p134,10.1002.bit.24828,BW25113(DE3) pTrc-davDT,glutarate,0.82 g/L,PBS,AMV,up to 1.5 g/L,resting cells assay,7.0,18 h,37°C,BW25113,ΔcadA ΔldcC,lysCfbr-dapAfbr,davDT
p134,10.1002.bit.24828,BW25113(DE3) pSTV-davBA pTrc-davDT,glutarate,0.82 g/L,M10,glucose,25 g/L,250 mL shake flask,7.0,48 h,37°C,BW25113,ΔcadA ΔldcC,lysCfbr-dapAfbr,"davBA, davDT"
p134,10.1002.bit.24828,BW25113(DE3) pSTV-davBA pTrc-davDT,glutarate,0.82 g/L,PBS,lysine/AMV,up to 2.5 g/L lysine,resting cells assay,7.0,18 h,37°C,BW25113,ΔcadA ΔldcC,lysCfbr-dapAfbr,"davBA, davDT"
p135,10.1016.j.jbiotec.2010.11.009,E. coli JLXF5,P(3HB-co-39.6 mol% LA),20 g/l,Chemically defined MR medium,Glucose,20 g/l,"6.6-l jar fermentor, pH-stat fed-batch",7.0,72 h,30°C,E. coli XL1-Blue,"pflB, frdABCD, adhE, lacI","ldhA (with trc promoter), acs (with trc promoter)","Pct540Cp, PhaC1310Ps6-19, PhaABCn"
p136,10.1016.j.jbiotec.2013.11.009,GDPB,geraniol,13.3 mg/L,2YT,glycerol,2%,"glass tube (2.5 cm × 15 cm) with plastic cap, decane overlay",-,48 h,30°C,E. coli MG1655,-,GPPS,bottom portion of MVA (pSTKSN12Didi)
p136,10.1016.j.jbiotec.2013.11.009,GEOLB,geraniol,105.2 mg/L,2YT,glycerol,2%,"glass tube (2.5 cm × 15 cm) with plastic cap, decane overlay",-,48 h,30°C,E. coli MG1655,-,"GPPS, tObGES",bottom portion of MVA (pSTKSN12Didi)
p136,10.1016.j.jbiotec.2013.11.009,KGEOLB,geraniol,129.7 mg/L,2YT,glycerol,2%,"glass tube (2.5 cm × 15 cm) with plastic cap, decane overlay",-,48 h,30°C,E. coli MG1655,yjgB,"GPPS, tObGES",bottom portion of MVA (pSTKSN12Didi)
p136,10.1016.j.jbiotec.2013.11.009,GEOLW,geraniol,101.0 mg/L,2YT,glycerol,2%,"glass tube (2.5 cm × 15 cm) with plastic cap, decane overlay",-,48 h,30°C,E. coli MG1655,-,"GPPS, tObGES",whole MVA (pSNAK)
p136,10.1016.j.jbiotec.2013.11.009,KGEOLW,geraniol,182.5 mg/L,2YT,glycerol,2%,"glass tube (2.5 cm × 15 cm) with plastic cap, decane overlay",-,48 h,30°C,E. coli MG1655,yjgB,"GPPS, tObGES",whole MVA (pSNAK)
p137,10.1016.j.procbio.2013.10.002,EWBT001,"1,2,4-Butanetriol",37 mg L−1,LB,D-xylose,10 g L−1,Shake flask,ND,72 h,37 °C,E. coli W3110,,,"xdh (P. putida), mdlC (Caulobacter crescentus)"
p137,10.1016.j.procbio.2013.10.002,EWBT103,"1,2,4-Butanetriol",0.12 g L−1,LB,D-xylose,10 g L−1,Shake flask,ND,72 h,37 °C,E. coli W3110,xylAB,,"xdh (P. putida), mdlC (Caulobacter crescentus)"
p137,10.1016.j.procbio.2013.10.002,EWBT304,"1,2,4-Butanetriol",0.88 g L−1,LB,D-xylose,10 g L−1,Shake flask,ND,48 h,37 °C,E. coli W3110,"xylAB, yjhH, yagE",,"xdh (P. putida), mdlC (Caulobacter crescentus)"
p138,10.1016.j.ymben.2005.02.001,2123-12,GlcN,75 mg l¯¹,M9A,Glucose,20 g l¯¹,Shake flask,7.0,26 h,37°C,7101-17(DE3),"manXYZ8, DnagHtet R",T7lac-glmS,
p138,10.1016.j.ymben.2005.02.001,2123-54,GlcN,6 g l¯¹,M9A,Glucose,20 g l¯¹,Shake flask,7.0,72 h,37°C,7101-17(DE3),"manXYZ8, DnagHtet R",T7lac-glmS*54,
p138,10.1016.j.ymben.2005.02.001,7107-18,GlcN,17 g l¯¹,M9A,Glucose,20 g l¯¹,"1-L Fermentor, fed-batch",6.9,72 h,30°C,7101-17(DE3),"manXYZ8, DnagHtet R",T7lac-glmS*54,
p138,10.1016.j.ymben.2005.02.001,7107-607,GlcNAc,110 g l¯¹,M9B,Glucose,5 g l¯¹,"1-L Fermentor, fed-batch",6.9,72 h,37°C,7107-18,"manXYZ8, DnagHtet R",T7lac-glmS*54,T7lac-ScGNA1
p138,10.1016.j.ymben.2005.02.001,7107-87,GlcNAc,22.4 g l¯¹,M9B,Glucose,30 g l¯¹,Shake flask,7.0,48 h,37°C,7107-18,"manXYZ8, DnagHtet R",T7lac-glmS*54,T7lac-ScGNA1
p139,10.1016.j.ymben.2005.03.001,SBS550MG,succinate,350 mM,LB,glucose,20 g/L,"bioreactor, repeated feeding",7,24 h,37°C,MG1655,"adhE, ldhA, ack-pta, iclR","Pyruvate carboxylase (pHL413), Citrate synthase",Bacillus subtilis citrate synthase (citZ)
p140,10.1016.j.ymben.2007.12.001,E. coli T1,L-tyrosine,Up to 7 g/L,MOPS-buffered minimal medium,Glucose,5 g/L,"Erlenmeyer flasks, microtiter plates, and test tubes",Not mentioned,20-24h,37°C,E. coli K-12 ΔtyrR,Not applicable,"ydiB, aroK, aroA",Not mentioned
p140,10.1016.j.ymben.2007.12.001,E. coli T2,L-tyrosine,Up to 9.7 g/L in high-cell density,MOPS-buffered minimal medium,Glucose,5 g/L,"Erlenmeyer flasks, microtiter plates, and test tubes",Not mentioned,20-24h,37°C,E. coli T1,Not applicable,"ydiB, aroK, aroA, ppsA, tktA",Not mentioned
p141,10.1016.j.ymben.2008.08.001,JCL 16,1-butanol,2 g/L,M9,glucose,30 g/L,"Conical flask, 250 ml, rotary shake",,3-4 days,30 and 37°C,E. coli BW25113 WT,"ΔmetA, Δtdh, ΔilvB, ΔilvI, ΔadhE","thrA<sup>fbr</sup>, leuABCD, ilvA","kivd, ADH2"
p141,10.1016.j.ymben.2008.08.001,JCL 16,1-propanol,2 g/L,M9,glucose,30 g/L,"Conical flask, 250 ml, rotary shake",,3-4 days,30 and 37°C,E. coli BW25113 WT,"ΔmetA, Δtdh, ΔilvB, ΔilvI, ΔadhE","thrA<sup>fbr</sup>, leuABCD, ilvA","kivd, ADH2"
p143,10.1016.j.ymben.2009.07.003,BL21 Star TM (DE3),Leucocyanidin,817 mg/L,Modified M9,Glucose,10 g/L,Batch culture,6.8,15 h,"37˚C (initial), 30˚C (post induction)",BL21 Star TM (DE3),"Dpgi, Dppc, DpldA",,"dfr, lar (notably on pTrcHis2-DFR)"
p143,10.1016.j.ymben.2009.07.003,BL21 Star TM (DE3),(+)-Catechin,39 mg/L,Modified M9,Glucose,10 g/L,Batch culture,6.8,15 h,"37˚C (initial), 30˚C (post induction)",BL21 Star TM (DE3),"Dpgi, Dppc, DpldA",,"dfr, lar (on pET-DFR-LAR)"
p144,10.1016.j.ymben.2009.07.005,W303-1A (wild type),DHA,<100 mg/l,YEPD complete medium,Glucose,2%,Erlenmeyer flasks,7.0,24 h,30°C,W303-1A,-,-,-
p144,10.1016.j.ymben.2009.07.005,"dak1D, p424gdh",DHA,>200 mg/l,Verduyn (Trp -) medium,Glucose,2%,Shake flasks,6.0,25 h,30°C,W303-1A,DAK1,H. polymorpha gdh,H. polymorpha gdh
p144,10.1016.j.ymben.2009.07.005,"dak2D, p424gdh",DHA,>200 mg/l,Verduyn (Trp -) medium,Glucose,2%,Shake flasks,6.0,25 h,30°C,W303-1A,DAK2,H. polymorpha gdh,H. polymorpha gdh
p144,10.1016.j.ymben.2009.07.005,"dak1D dak2D, p424gdh",DHA,~700 mg/l,Verduyn (Trp -) medium,Glucose,2%,Shake flasks,6.0,25 h,30°C,W303-1A,"DAK1, DAK2",H. polymorpha gdh,H. polymorpha gdh
p144,10.1016.j.ymben.2009.07.005,"W303-1A, p424gdh",DHA,100 mg/l,Verduyn (Trp -) medium,Glucose,2%,Shake flasks,6.0,24 h,30°C,W303-1A,-,H. polymorpha gdh,H. polymorpha gdh
p144,10.1016.j.ymben.2009.07.005,"W303-1A, p424GCY1",DHA,2x wild-type,Verduyn (Trp -) medium,Glucose,2%,Shake flasks,6.0,24 h,30°C,W303-1A,-,S. cerevisiae GCY1,S. cerevisiae GCY1
p145,10.1016.j.ymben.2009.11.002,CRT028/pACMNOx,Diapolycopendial (DPL) and Diapolycopendioic Acid (DPA),0.177 ± 0.04 mg-carotenoid/g-glucose (mutant in bioreactor),M9 minimal medium,Glucose,5 g/l,Shake flask and batch bioreactor,6.9,24h+,30 °C,E. coli MG1655,"LdhA, FrdA, PoxB, Pta, AdhE, PykF, Zwf, MaeB",,"crtM, crtN, crtOx (on pACMNOx)"
p146,10.1016.j.ymben.2010.02.003,XL100/pMSD8/pMSD15/pXL49,fatty acids,2.5 g/L/day,LB,-,-,2 L shake flask,-,20 hours,30°C,XL100,fadD,"ACC, TesA, TE",-
p146,10.1016.j.ymben.2010.02.003,XL100/pMSD8/pTL58,fatty acids,4.5 g/L/day,LB,-,-,6 L fed-batch,-,Described previously,30°C,XL100,fadD,"ACC, TesA, TE",plant TE
p146,10.1016.j.ymben.2010.02.003,XL100/pMSD8/pTL42,fatty acids,14% of XL100/pMSD8/pTL58,LB,-,-,2 L shake flask,-,20 hours,30°C,XL100,fadD,"ACC, TesA, TE",plant TE
p147,10.1016.j.ymben.2011.01.004,BL21 Star DE3 DhyaB DhybC DhycE DhyfG,Hydrogen,8.4 mmol H₂/L,LB medium,Glucose,10 g/L,"250 mL Duran bottles, argon sparged",,24h,37°C,BL21 Star DE3,"hyaB, hybC, hycE, hyfG",,Synechocystis [NiFe] hydrogenase
p147,10.1016.j.ymben.2011.01.004,BL21 Star DE3 DpflB::kan DhyaB DhybC DhycE DhyfG,Hydrogen,Approximately double than BL21 Star,LB medium,Glucose,10 g/L,"250 mL Duran bottles, argon sparged",,24h,37°C,BL21 Star DE3 DpflB::kan,"pflB, hyaB, hybC, hycE, hyfG",,Synechocystis [NiFe] hydrogenase
p148,10.1016.j.ymben.2011.04.005,WAT11 (with pESC-HIS-TALmutant),p-coumaric acid,3.0 mg/L,SD dropout liquid medium,glucose,2%,Shaking flask,Not specified,12 h,30°C,WAT11,,TALmutant,TAL mutant gene
p148,10.1016.j.ymben.2011.04.005,WAT11 (with pESC-HIS-TALmade),resveratrol,"1.06 mg/L (without tyrosine), 1.90 mg/L (with tyrosine)",SD dropout liquid medium,glucose,2%,Shaking flask,Not specified,48 h,30°C,WAT11,,TAL-made,TAL-made gene
p148,10.1016.j.ymben.2011.04.005,WAT11 (with pAG305GPD-araE and 4CL::STS),resveratrol,3.1 mg/L,SD dropout liquid medium,glucose,2%,Shaking flask,Not specified,120 h,30°C,WAT11,,araE,araE transporter and 4CL::STS fusion gene
p148,10.1016.j.ymben.2011.04.005,WAT11 (with pAG304GPD-4CL::STS and pAG305GPD-araE),resveratrol,2.3 mg/L,Sucrose medium,sucrose,2%,Shaking flask,Not specified,180 h,30°C,WAT11,,araE,araE transporter and 4CL::STS fusion gene
p148,10.1016.j.ymben.2011.04.005,WAT11 (with pAG304GPD-4CL::STS),resveratrol,1.78 mg/L,Sucrose medium,sucrose,2%,Shaking flask,Not specified,180 h,30°C,WAT11,,,4CL::STS fusion gene
p148,10.1016.j.ymben.2011.04.005,WAT11 (with pESC-HIS-TALmade and pESC-TRP-4CL::STS),resveratrol,5.58 times higher than in mammalian cells,SD dropout liquid medium,glucose,2%,Shaking flask,Not specified,48 h,30°C,WAT11,,TAL-made,TAL-made gene and 4CL::STS fusion gene
p148,10.1016.j.ymben.2011.04.005,WAT11 (industry-scale),resveratrol,0.68 mg/L,Fresh grape juice,white granular sugar,1 kg,Fermentation bucket,Not specified,7 days,Room temperature,WAT11,,araE,araE transporter and 4CL::STS fusion gene
p149,10.1016.j.ymben.2011.05.003,E. coli DH5a,5-aminolevulinic acid (ALA),31.1 mg/L,Modified minimal medium,Glucose,18 g/L,"300 mL Erlenmeyer flask with 50 mL modified minimal medium, batch fermentation in 5 L fermentor",6.0 ± 0.2,32 h,37°C,E. coli DH5a,,,
p149,10.1016.j.ymben.2011.05.003,E. coli DEA,5-aminolevulinic acid (ALA),176 mg/L,Modified minimal medium,Glucose,18 g/L,"300 mL Erlenmeyer flask with 50 mL modified minimal medium, batch fermentation in 5 L fermentor",6.0 ± 0.2,32 h,37°C,E. coli DH5a,,hemA (wild type E. coli),
p149,10.1016.j.ymben.2011.05.003,E. coli DA,5-aminolevulinic acid (ALA),176 mg/L,Modified minimal medium,Glucose,18 g/L,"300 mL Erlenmeyer flask with 50 mL modified minimal medium, batch fermentation in 5 L fermentor",6.0 ± 0.2,32 h,37°C,E. coli DH5a,,hemA (mutated from S. arizona),
p149,10.1016.j.ymben.2011.05.003,E. coli DAL,5-aminolevulinic acid (ALA),2052 mg/L,Modified minimal medium,Glucose,18 g/L,"300 mL Erlenmeyer flask with 50 mL modified minimal medium, batch fermentation in 5 L fermentor",6.0 ± 0.2,32 h,37°C,E. coli DH5a,,"hemA (mutated from S. arizona), hemL",
p149,10.1016.j.ymben.2011.05.003,E. coli DALA,5-aminolevulinic acid (ALA),4130 mg/L,Modified minimal medium,Glucose,35 g/L,Batch fermentation in 5 L fermentor,6.0 ± 0.2,48 h,37°C,E. coli DH5a,,"hemA (mutated from S. arizona), hemL, rhtA",
p149,10.1016.j.ymben.2011.05.003,E. coli DEX,5-aminolevulinic acid (ALA),16.83 mg/L,Modified minimal medium,Glucose,18 g/L,300 mL Erlenmeyer flask with 50 mL modified minimal medium,6.0 ± 0.2,32 h,37°C,E. coli DH5a,,gltX,
p149,10.1016.j.ymben.2011.05.003,E. coli DXA,5-aminolevulinic acid (ALA),12.01 mg/L,Modified minimal medium,Glucose,18 g/L,300 mL Erlenmeyer flask with 50 mL modified minimal medium,6.0 ± 0.2,32 h,37°C,E. coli DH5a,,"hemA (mutated from S. arizona), gltX",
p150,10.1016.j.ymben.2011.06.005,E. coli NST74 pSpal2At pTfdc1Sc,styrene,260 mg/L,MM1,glucose,1.5%,100 mL serum bottles with septa caps (shake flask culture),7.5 (for PAL assay),29-48 h,32°C,E. coli NST74,Not specified,Not specified,"PAL2 from Arabidopsis thaliana, FDC1 from Saccharomyces cerevisiae"
p150,10.1016.j.ymben.2011.06.005,E. coli NST74 pSpalAv pTfdc1Sc,styrene,210 mg/L,MM1,glucose,1.5%,100 mL serum bottles with septa caps (shake flask culture),7.5 (for PAL assay),29-48 h,32°C,E. coli NST74,Not specified,Not specified,"PAL from Anabaena variabilis, FDC1 from Saccharomyces cerevisiae"
p150,10.1016.j.ymben.2011.06.005,E. coli NST74 pSpalNp pTfdc1Sc,styrene,183 mg/L,MM1,glucose,1.5%,100 mL serum bottles with septa caps (shake flask culture),7.5 (for PAL assay),29-48 h,32°C,E. coli NST74,Not specified,Not specified,"PAL from Nostoc punctiforme, FDC1 from Saccharomyces cerevisiae"
p150,10.1016.j.ymben.2011.06.005,E. coli NST74 pSpal1At pTfdc1Sc,styrene,188 mg/L,MM1,glucose,1.5%,100 mL serum bottles with septa caps (shake flask culture),7.5 (for PAL assay),29-48 h,32°C,E. coli NST74,Not specified,Not specified,"PAL1 from Arabidopsis thaliana, FDC1 from Saccharomyces cerevisiae"
p151,10.1016.j.ymben.2011.08.001,E. coli wFS,a-farnesene,0.9 mg/L,2YT,glycerol,1% (v/v),"flask, batch",-,24 h,29°C,E. coli DH5a,none,none,apple a-farnesene synthase
p151,10.1016.j.ymben.2011.08.001,E. coli aFS,a-farnesene,1.3x wFS,2YT,glycerol,1% (v/v),"flask, batch",-,24 h,29°C,E. coli DH5a,none,"DXS, IDI",codon-optimized aFS
p151,10.1016.j.ymben.2011.08.001,E. coli aFS-SN,a-farnesene,17 mg/L,2YT,glycerol,1% (v/v),"flask, batch",-,48 h,29°C,E. coli DH5a,none,none,"bottom portion of MVA pathway, codon-optimized aFS"
p151,10.1016.j.ymben.2011.08.001,E. coli ispAaFS-SN,a-farnesene,57.6 mg/L,2YT,glycerol,1% (v/v),"flask, batch",-,48 h,29°C,E. coli DH5a,none,ispA,"bottom portion of MVA pathway, codon-optimized aFS"
p151,10.1016.j.ymben.2011.08.001,E. coli ispALaFS-SN,a-farnesene,86.8 mg/L,2YT,glycerol,1% (v/v),"flask, batch",-,48 h,29°C,E. coli DH5a,none,ispA (linked),"bottom portion of MVA pathway, codon-optimized aFS"
p151,10.1016.j.ymben.2011.08.001,E. coli ispALaFS-NA,a-farnesene,380.0 mg/L,2YT,glycerol,3% (v/v),"flask, batch",-,48 h,29°C,E. coli DH5a,none,whole MVA pathway,"ispA (linked), codon-optimized aFS"
p152,10.1016.j.ymben.2012.11.009,"an engineered E. coli strain with pRSFD-aroF-pheA, pETD-PAL-4CL, and pCDF-CHS-CHI",(2S)-pinocembrin,0.63 mg/L,MOPS minimal medium,glucose,Not specified,Flask (batch mode),Not specified,36 h,30°C,E. coli JM109,,"aroF, pheA","PAL, 4CL, CHS, CHI"
p152,10.1016.j.ymben.2012.11.009,"an engineered E. coli strain with pRSFD-aroF-pheA, pETD-PAL-4CL, pCDF-CHS-CHI, and pACYC-matB-matC",(2S)-pinocembrin,1.22 mg/L,MOPS minimal medium + malonate,glucose,Not specified,Flask (batch mode),Not specified,48 h,30°C,E. coli JM109,,"aroF, pheA, matB, matC","PAL, 4CL, CHS, CHI"
p152,10.1016.j.ymben.2012.11.009,"an engineered E. coli strain with optimized expression of pRSFD-aroF-pheA, pETD-PAL-4CL, pCDF-CHS-CHI, and pACYC-matB-matC",(2S)-pinocembrin,10.51 mg/L,MOPS minimal medium + malonate,glucose,Not specified,Flask (batch mode),Not specified,48 h,30°C,E. coli JM109,,"aroF, pheA, matB, matC","PAL, 4CL, CHS, CHI"
p152,10.1016.j.ymben.2012.11.009,"an engineered E. coli strain with fine-tuned modular expression of pRSFD-aroF-pheA, pETD-PAL-4CL, pCDF-CHS-CHI, and pACYC-matB-matC",(2S)-pinocembrin,40.02 mg/L,MOPS minimal medium,glucose,Not specified,Flask (batch mode),Not specified,48 h,30°C,E. coli JM109,,"aroF, pheA, matB, matC","PAL, 4CL, CHS, CHI"
p153,10.1016.j.ymben.2013.01.008,CRS39,1-propanol,1.5-2 g/L,M9,glucose,36 g/L,screwed-cap flasks,7,72 h,37°C,JCL16,"metA, tdh, ilvB, ilvI, adhE, leuABCD","kivd, ADH2, thrA fbr BC, ilvA",
p153,10.1016.j.ymben.2013.01.008,CRS40,1-propanol,1.5-2 g/L,M9,glucose,36 g/L,screwed-cap flasks,7,72 h,37°C,CRS39,"poxB, pta","kivd, ADH2, thrA fbr BC, ilvA",
p153,10.1016.j.ymben.2013.01.008,CRS44,1-propanol,1 g/L,M9,glucose,36 g/L,screwed-cap flasks,7,72 h,37°C,CRS39,"pta, poxB","kivd, ADH2, thrA fbr BC, ilvA",
p153,10.1016.j.ymben.2013.01.008,CRS70,1-propanol,0,M9,glucose,36 g/L,screwed-cap flasks,7,72 h,37°C,JCL16,"metA, tdh, ilvB, ilvI, adhE, leuABCD, gltA","kivd, ADH2, thrA fbr BC, ilvA",
p153,10.1016.j.ymben.2013.01.008,CRS47,1-propanol,50% decrease,M9,glucose,36 g/L,screwed-cap flasks,7,72 h,37°C,JCL16,"metA, tdh, ilvB, ilvI, adhE, leuABCD, arcA","kivd, ADH2, thrA fbr BC, ilvA",
p153,10.1016.j.ymben.2013.01.008,CRS43,1-propanol,20% decrease,M9,glucose,36 g/L,screwed-cap flasks,7,72 h,37°C,JCL16,"metA, tdh, ilvB, ilvI, adhE, leuABCD, iclR","kivd, ADH2, thrA fbr BC, ilvA",
p153,10.1016.j.ymben.2013.01.008,CRS39,1-propanol,1.5-2 g/L,M9,glucose,36 g/L,screwed-cap flasks,7,72 h,37°C,CRS39,"metA, ilvB, ilvI, leuABCD","thrA fbr BC, ilvA - transformed with pAFC46 and pCS49",
