paper number,paper_number,doi,strain,strain type,product,product titer,medium,carbon source,carbon source concentration,vessel and feed mode,ph,time,temperature,parent strain,knock out gene,overexpress gene,heterologous gene
P234,P2083,10.1016.j.ymben.2007.11.001,YR64,Saccharomyces cerevisiae,linalool (linalool),$26 mg l À1,Parellada white grape must,Glucose,0.3 g l À1,"Glass bottles, batch fermentation",Not specified,8 days,18 1C,T 73,,LIS,LIS (C. breweri)
P234,P2083,10.1016.j.ymben.2007.11.001,YR64,Saccharomyces cerevisiae,linalool (linalool),$26 mg l À1,Parellada white grape must,Glucose,0.3 g l À1,"Glass bottles, batch fermentation",Not specified,8 days,18 1C,T 73,,LIS,LIS (C. breweri)
,,,,,,,,,,,,,,,,,
P235,P2154,10.1016.j.ymben.2011.09.005,S. cerevisiae CEN.PK113-7D,Saccharomyces cerevisiae,ethanol (ethanol),0.38 gethanolg sucroseH2O−1,synthetic medium,sucrose monohydrate,20 gl^−1,"chemostat, continuous mode",5.0,0.10 h^−1,30°C,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,cetyl alcohol (cetyl alcohol),38 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),0.2 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),0.9 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),1.5 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),3.4 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),38 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),45 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),5.1 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,myristyl alcohol (myristyl alcohol),1.5 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,palmitoleyl alcohol (palmitoleyl alcohol),0.2 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,steary alcohol (steary alcohol),0.9 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,Ddga-FAR,Saccharomyces cerevisiae,steary alcohol (steary alcohol),"1.8 times (P < 0.05), from 0.5 mg/L to 0.9 mg/L",YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,Dga1;dga1,FAR,
P237,P160,10.1002.bit.25356,wt-FAR,Saccharomyces cerevisiae,fatty alcohols (fatty alcohols),26 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,,FAR,
P237,P160,10.1002.bit.25356,wt-FAR,Saccharomyces cerevisiae,myristyl alcohol (myristyl alcohol),0.5 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,,FAR,
P237,P160,10.1002.bit.25356,wt-FAR,Saccharomyces cerevisiae,palmitoleyl alcohol (palmitoleyl alcohol),0.1 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,,FAR,
P237,P160,10.1002.bit.25356,wt-FAR,Saccharomyces cerevisiae,steary alcohol (steary alcohol),0.5 mg/L,YPD,glucose,2% (wt/vol),shake flask,5.0,40 h,30 C,BY4741,,FAR,
,,,,,,,,,,,,,,,,,
P238,P2193,10.1016.j.ymben.2012.09.003,D-10,Saccharomyces cerevisiae,xylitol (xylitol),0.98g xylitol/g xylose,YP + glucose/xylose,"glucose, xylose",20g/L each,Flask,-,48h,30°C,S. cerevisiae D452-2,,SsXYL1;XYL1,
P238,P2193,10.1016.j.ymben.2012.09.003,D-10,Saccharomyces cerevisiae,xylitol (xylitol),13g/L,YP + glucose/xylose,"glucose, xylose",20g/L each,Flask,-,48h,30°C,S. cerevisiae D452-2,,SsXYL1;XYL1,
P238,P2193,10.1016.j.ymben.2012.09.003,D-10,Saccharomyces cerevisiae,xylitol (xylitol),57g/L,YP + glucose/xylose,"glucose, xylose","45g/L, 100g/L",Bioreactor,6.0,62h,30°C,S. cerevisiae D452-2,,SsXYL1;XYL1,
P238,P2193,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),1.00g xylitol/g xylose,YP + cellobiose/xylose,"cellobiose, xylose",20g/L each,Flask,-,48h,30°C,D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);cdt-1 (Neurospora crassa);gh1-1 (Neurospora crassa)
P238,P2193,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),19g/L,YP + cellobiose/xylose,"cellobiose, xylose",20g/L each,Flask,-,48h,30°C,D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);cdt-1 (Neurospora crassa);gh1-1 (Neurospora crassa)
P238,P2193,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),30g/L,YP + cellobiose/xylose,"cellobiose, xylose","34g/L, 30g/L",Flask,-,62h,30°C,D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);cdt-1 (Neurospora crassa);gh1-1 (Neurospora crassa)
P238,P2193,10.1016.j.ymben.2012.09.003,D-10-BT,Saccharomyces cerevisiae,xylitol (xylitol),39g/L,YP + cellobiose/xylose,"cellobiose, xylose","44g/L, 40g/L",Flask,-,72h,30°C,D-10,,SsXYL1;XYL1;cdt-1;gh1-1,SsXYL1 (S. stipitis);cdt-1 (Neurospora crassa);gh1-1 (Neurospora crassa)
,,,,,,,,,,,,,,,,,
P239,P2110,10.1016.j.ymben.2009.07.001,YIP-0C-05,Saccharomyces cerevisiae,cubebol (cubebol),10 fold increase,defined minimal medium containing 20 g/L of galactose,galactose,20 g/L,"5 L inhouse manufactured glass bioreactors with a working volume of 4 L, batch fermentation",4.95-5.05,not specified,30 1C,YIP-00-07;YIP-0C-04,GDH1;URA3,GDH2,GFTpsC (Citrus paradisi)
,,,,,,,,,,,,,,,,,
P240,P2276,10.1016.j.ymben.2014.10.003,SCE-R2-200,Saccharomyces cerevisiae,3-hydroxypropionic acid (3-hydroxypropionic acid),1.27±0.28gL−1,mineral medium,glucose,10gL−1,shake flask batch cultivation,5.0,72h,30°C,,,AAT2;BAPAT;BcBAPAT;EcYDFG;PAND;PYC1;PYC2;TcPAND;YDFG,BAPAT (Bacillus cereus);BcBAPAT (Bacillus cereus);EcYDFG (Escherichia coli);PAND (Tribolium castaneum);TcPAND (Tribolium castaneum);YDFG (Escherichia coli)
P240,P2276,10.1016.j.ymben.2014.10.003,SCE-R2-200,Saccharomyces cerevisiae,3-hydroxypropionic acid (3-hydroxypropionic acid),13.7±0.3gL−1,fed-batch reactor,glucose,limited feed,aerobic fed-batch with glucose-limited feed,5.0,not specified,30°C,,,AAT2;BAPAT;BcBAPAT;EcYDFG;PAND;PYC1;PYC2;TcPAND;YDFG,BAPAT (Bacillus cereus);BcBAPAT (Bacillus cereus);EcYDFG (Escherichia coli);PAND (Tribolium castaneum);TcPAND (Tribolium castaneum);YDFG (Escherichia coli)
P240,P2276,10.1016.j.ymben.2014.10.003,SCE-R2-200,Saccharomyces cerevisiae,3-hydroxypropionic acid (3-hydroxypropionic acid),14±0%C-molC-mol−1,fed-batch reactor,glucose,limited feed,aerobic fed-batch with glucose-limited feed,5.0,not specified,30°C,,,AAT2;BAPAT;BcBAPAT;EcYDFG;PAND;PYC1;PYC2;TcPAND;YDFG,BAPAT (Bacillus cereus);BcBAPAT (Bacillus cereus);EcYDFG (Escherichia coli);PAND (Tribolium castaneum);TcPAND (Tribolium castaneum);YDFG (Escherichia coli)
P240,P2276,10.1016.j.ymben.2014.10.003,SCE-R2-200,Saccharomyces cerevisiae,3-hydroxypropionic acid (3-hydroxypropionic acid),8.51±1.05gL−1,feed-in-time medium,glucose,not specified,shake flask batch cultivation,5.0,72h,30°C,,,AAT2;BAPAT;BcBAPAT;EcYDFG;PAND;PYC1;PYC2;TcPAND;YDFG,BAPAT (Bacillus cereus);BcBAPAT (Bacillus cereus);EcYDFG (Escherichia coli);PAND (Tribolium castaneum);TcPAND (Tribolium castaneum);YDFG (Escherichia coli)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P242,P2092,10.1016.j.ymben.2008.06.006,w303-1A ura3-1,Saccharomyces cerevisiae,Ethylene (Ethylene),240 mg/l h,"Minimal medium, YNB w/o amino acids and ammonium sulphate with 10 g/l of glucose as carbon and energy source and 5 g/l of either ammonium sulphate or glutamate as nitrogen source",Glucose,10 g/l,Shake flask cultures in 100 ml bottles with a liquid volume of 10 ml placed on a rotary shaker operating at 120 r.p.m.,,,30°C,,,,
P242,P2092,10.1016.j.ymben.2008.06.006,w303-1A ura3-1,Saccharomyces cerevisiae,Ethylene (Ethylene),320790 mg ethylene/g glucose,"Minimal medium, YNB w/o amino acids and ammonium sulphate with 10 g/l of glucose as carbon and energy source and 5 g/l of either ammonium sulphate or glutamate as nitrogen source",Glucose,10 g/l,Shake flask cultures in 100 ml bottles with a liquid volume of 10 ml placed on a rotary shaker operating at 120 r.p.m.,,,30°C,,,,
P242,P2092,10.1016.j.ymben.2008.06.006,w303-1A ura3-1,Saccharomyces cerevisiae,Ethylene (Ethylene),240 mg/l h,"Minimal medium, YNB w/o amino acids and ammonium sulphate with 10 g/l of glucose as carbon and energy source and 5 g/l of either ammonium sulphate or glutamate as nitrogen source",Glucose,10 g/l,Shake flask cultures in 100 ml bottles with a liquid volume of 10 ml placed on a rotary shaker operating at 120 r.p.m.,,,30°C,,,,
P242,P2092,10.1016.j.ymben.2008.06.006,w303-1A ura3-1,Saccharomyces cerevisiae,Ethylene (Ethylene),320790 mg ethylene/g glucose,"Minimal medium, YNB w/o amino acids and ammonium sulphate with 10 g/l of glucose as carbon and energy source and 5 g/l of either ammonium sulphate or glutamate as nitrogen source",Glucose,10 g/l,Shake flask cultures in 100 ml bottles with a liquid volume of 10 ml placed on a rotary shaker operating at 120 r.p.m.,,,30°C,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P247,P800,10.1007.s10295-013-1269-3,Δoac1,Saccharomyces cerevisiae,glycerol (glycerol),2.0 C-mmol/g-DCW/h,anaerobic batch glucose fermentation,glucose,10 mmol glucose/g-DCW/h,shake flask,5.0,not specified,30 °C,,OAC1,,
,,,,,,,,,,,,,,,,,
P248,P2142,10.1016.j.ymben.2011.05.001,W303-1A,yeast,valencene (valencene),150μg/l,YPD medium,glucose,2% (w/v),shake flask culture,not specified,6 days,30°C,,,CUP1;CYC1,ADS (Artemisia annua);AtFDPS (Arabidopsis thaliana);CsTPS1 (Citrus sinensis);HMG1 (Saccharomyces cerevisiae);HsFDPS (Homo sapiens)
P248,P2142,10.1016.j.ymben.2011.05.001,BDXe,yeast,valencene (valencene),370μg/l,YPD medium,glucose,2% (w/v),shake flask culture,not specified,6 days,30°C,,,AtFDPS;CsTPS;CsTPS1;FDPS;tHMG,
P248,P2142,10.1016.j.ymben.2011.05.001,M208,yeast,valencene (valencene),38μg/l,YPD medium overlaid with dodecane,glucose,2% (w/v),two-phase partitioning batch culture,not specified,6 days,30°C,W303-1A,,CUP1;CYC1;CsTPS;CsTPS1,ADS (Artemisia annua);AtFDPS (Arabidopsis thaliana);CsTPS1 (Citrus sinensis);HMG1 (Saccharomyces cerevisiae);HsFDPS (Homo sapiens)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P252,P2058,10.1016.j.ymben.2005.09.007,S. cerevisiae,Saccharomyces cerevisiae,Ethanol (Ethanol),0.40 g ethanol/g glucose,Synthetic minimal ammonium medium,Glucose,40 g/L,Batch cultivations in laboratory fermenters with a working volume of 2 L,5.0,Not specified,30°C,,GDH1,GDH2;GLN1;GLT1,
P252,P2058,10.1016.j.ymben.2005.09.007,S. cerevisiae,Saccharomyces cerevisiae,Glycerol (Glycerol),0.09 g glycerol/g glucose,Synthetic minimal ammonium medium,Glucose,40 g/L,Batch cultivations in laboratory fermenters with a working volume of 2 L,5.0,Not specified,30°C,,GDH1,GDH2;GLN1;GLT1,
P252,P2058,10.1016.j.ymben.2005.09.007,S. cerevisiae,Saccharomyces cerevisiae,Ethanol (Ethanol),0.40 g ethanol/g glucose,Synthetic minimal ammonium medium,Glucose,40 g/L,Batch cultivations in laboratory fermenters with a working volume of 2 L,5.0,Not specified,30°C,,GDH1,GDH2;GLN1;GLT1,
P252,P2058,10.1016.j.ymben.2005.09.007,S. cerevisiae,Saccharomyces cerevisiae,Glycerol (Glycerol),0.09 g glycerol/g glucose,Synthetic minimal ammonium medium,Glucose,40 g/L,Batch cultivations in laboratory fermenters with a working volume of 2 L,5.0,Not specified,30°C,,GDH1,GDH2;GLN1;GLT1,
,,,,,,,,,,,,,,,,,
P253,P3607,10.1186.1475-2859-12-119,BSW18,Saccharomyces cerevisiae,isobutanol (isobutanol),0.007 ± 0.0006 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,,MAE;MAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW18,Saccharomyces cerevisiae,isobutanol (isobutanol),139 ± 4 mg/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,,MAE;MAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),0.008 ± 0.0002 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),0.009 ± 0.0005 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),0.011 ± 0.0006 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),0.011 ± 0.001 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),0.013 ± 0.0004 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),0.016 ± 0.0003 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),1.61 ± 0.03 g/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,24 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW206,Saccharomyces cerevisiae,isobutanol (isobutanol),221 ± 27 mg/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,PMsM,
P253,P3607,10.1186.1475-2859-12-119,BSW205,Saccharomyces cerevisiae,isobutanol (isobutanol),0.012 ± 0.0007 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,MAE;MAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW205,Saccharomyces cerevisiae,isobutanol (isobutanol),0.016 ± 0.001 g/g glucose consumed,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,MAE;MAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW205,Saccharomyces cerevisiae,isobutanol (isobutanol),1.62 ± 0.11 g/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,24 h,30°C,,LPD1,MAE;MAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW205,Saccharomyces cerevisiae,isobutanol (isobutanol),230 ± 13 mg/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,LPD1,MAE;MAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW17,Saccharomyces cerevisiae,isobutanol (isobutanol),117 ± 6 mg/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,,MAE;MAE1;MDH;MDH2;Pyc2p;sMAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW100,Saccharomyces cerevisiae,isobutanol (isobutanol),22 ± 1 mg/L,SD minimal medium,glucose,20 g/L,"shake flask, semi-anaerobic conditions",not specified,72 h,30°C,BY4741,,ADH6;ILV2;kivd,
P253,P3607,10.1186.1475-2859-12-119,BSW4,Saccharomyces cerevisiae,isobutanol (isobutanol),45 ± 4 mg/L,SD minimal medium,glucose,20 g/L,"shake flask, semi-anaerobic conditions",not specified,72 h,30°C,YPH499,,ADH6;kivd,
P253,P3607,10.1186.1475-2859-12-119,BSW187,Saccharomyces cerevisiae,isobutanol (isobutanol),46 ± 14 mg/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,,ILV2;ILV2c;ILV3c;ILV5c,
P253,P3607,10.1186.1475-2859-12-119,BSW8,Saccharomyces cerevisiae,isobutanol (isobutanol),71 ± 6 mg/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,,MAE;MAE1,
P253,P3607,10.1186.1475-2859-12-119,BSW10,Saccharomyces cerevisiae,isobutanol (isobutanol),83 ± 2 mg/L,SD minimal medium,glucose,20 g/L,"shake flask, semi-anaerobic conditions",not specified,72 h,30°C,,,MAE;MAE1;MDH;MDH2;Pyc2p,
P253,P3607,10.1186.1475-2859-12-119,BSW192,Saccharomyces cerevisiae,isobutanol (isobutanol),94 ± 5 mg/L,SD medium,glucose,100 g/L,"shake flask, semi-anaerobic conditions",not specified,48 h,30°C,,,MAE;MAE1,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P261,P507,10.1007.s00253-012-4298-3,YPH499XU/MAE1,,ethanol (ethanol),.38 ± 0.01 g g−1 xylose consumed,YPX,xylose,50 g l−1,"Batch, closed bottles",-,48 h,30 °C,YPH499XU,,MAE1;MDH2;PYC2,XDH (Scheffersomyces stipitis);XK (S. cerevisiae);XR (S. stipitis)
P261,P507,10.1007.s00253-012-4298-3,YPH499XU/MAE1–MDH2,,ethanol (ethanol),.39 ± 0.003 g g−1 xylose consumed,YPX,xylose,50 g l−1,"Batch, closed bottles",-,Not specified,30 °C,YPH499XU;YPH499XU/MAE1,,MAE1;MDH2;PYC2,XDH (Scheffersomyces stipitis);XK (S. cerevisiae);XR (S. stipitis)
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P263,P138,10.1002.bit.24888,SCKK005,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),0.02 AE 0.01 g/g glc,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,glucose,20 g/L,shake flask,6.5,100 h,308C,,,,
P263,P138,10.1002.bit.24888,SCKK033,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),0.27 AE 0.01 g/g glc,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,glucose,20 g/L,shake flask,6.5,100 h,308C,CEN.PK 113-11C,HIS3;URA3,gapN,
P263,P138,10.1002.bit.24888,SCKK033,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),14.87 mg/gDW,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,glucose,20 g/L,shake flask,6.5,100 h,308C,CEN.PK 113-11C,HIS3;URA3,gapN,
P263,P138,10.1002.bit.24888,SCKK035,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),12.5 mg/g EtOH,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,ethanol,not specified,shake flask,6.5,100 h,308C,CEN.PK 113-11C,HIS3;URA3,,gapN (S. mutans);phosphoketolase pathway (A. nidulans)
P263,P138,10.1002.bit.24888,SCKK034,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),14.50 AE 2.9 mg/g EtOH,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,ethanol,not specified,shake flask,6.5,100 h,308C,CEN.PK 113-11C,HIS3;URA3,ethanol degradation pathway,
P263,P138,10.1002.bit.24888,SCKK034,Saccharomyces cerevisiae,ethanol (ethanol),0.35 g/g glc,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,glucose,20 g/L,shake flask,6.5,100 h,308C,CEN.PK 113-11C,HIS3;URA3,ethanol degradation pathway,
P263,P138,10.1002.bit.24888,SCKK032,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),27.86 mg/g DW,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,glucose,20 g/L,shake flask,6.5,100 h,308C,,,,phosphoketolase pathway (A. nidulans)
P263,P138,10.1002.bit.24888,SCKK032,Saccharomyces cerevisiae,PHB (polyhydroxybutyrate),56.4 mg/g EtOH,aerobic shake flask cultivation in minimal media with 20 g/L glucose as sole carbon source,ethanol,not specified,shake flask,6.5,100 h,308C,,,,phosphoketolase pathway (A. nidulans)
P263,P138,10.1002.bit.24888,SCKK036,Saccharomyces cerevisiae,glycerol (glycerol),45% reduction,anaerobic shake flask cultivation in modified minimal media with 20 g/L glucose as sole carbon source,glucose,20 g/L,shake flask,6.5,not specified,308C,CEN.PK 113-11C,HIS3;URA3,gapN,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
P265,P3652,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Protocatechuic acid (Protocatechuic acid),15 mgVG/gglc,Minimal,Glucose,20 g/l,Batch culture,5,90 h,30°C,Saccharomyces cerevisiae VAN286;VAN286,,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Protocatechuic acid (Protocatechuic acid),250 mg/l,Minimal,Glucose,20 g/l,Batch culture,5,90 h,30°C,Saccharomyces cerevisiae VAN286;VAN286,,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Vanillin β-D-glucoside (VG) (Vanillin β-D-glucoside),&gt;100 mg/l,Minimal,Glucose,20 g/l,Batch culture,5,90 h,30°C,Saccharomyces cerevisiae VAN286;VAN286,,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Vanillin β-D-glucoside (VG) (Vanillin β-D-glucoside),25 g/l,Minimal,Glucose,Batch culture,,5,90 h,30°C,Saccharomyces cerevisiae VAN286;VAN286,,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),&gt;100 mg/l,Minimal,Glucose,Batch culture,,5,90 h,30°C,Saccharomyces cerevisiae VAN286;VAN286,,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,Protocatechuic acid (Protocatechuic acid),32 mgVG/gglc,Minimal,Glucose,"Chemostat, 20 g/l feed","Continuous, 0.1 h^-1^ dilution rate",5,Not specified,30°C,VG0,PDC1,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,Protocatechuic acid (Protocatechuic acid),500 mg/l,Minimal,Glucose,"Chemostat, 20 g/l feed","Continuous, low dilution rate",5,Not specified,30°C,VG0,PDC1,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),"32 mgVG/gglc (low dilution rate, VG2)",Minimal,Glucose,Chemostat,Low dilution rate,5,Not specified,30°C,VG0,PDC1,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG2,Saccharomyces cerevisiae,Vanillin β-D-glucoside (Vanillin β-D-glucoside),"5.6 mgVG/gglc (chemostat, VG2)",Minimal,Glucose,"Chemostat, 0.1 h^-1^ dilution rate",,5,Not specified,30°C,VG0,PDC1,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Protocatechuic acid (Protocatechuic acid),15 mgVG/gglc,Minimal,Glucose,20 g/l,Batch culture,5,90 h,30°C,Saccharomyces cerevisiae VAN286;VAN286,,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
P265,P3652,10.1186.1475-2859-9-84,VG0,Saccharomyces cerevisiae,Protocatechuic acid (Protocatechuic acid),250 mg/l,Minimal,Glucose,20 g/l,Batch culture,5,90 h,30°C,Saccharomyces cerevisiae VAN286;VAN286,,,EntD (Escherichia coli);UGT72E2 (Arabidopsis thaliana)
